,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）
0,019120LC030    ,2023,36,12.0,0.0,0.0
1,019120LC030    ,2023,37,11.5,0.0,0.0
2,019120LC030    ,2023,38,11.0,0.0,0.0
3,019120LC030    ,2023,39,11.0,0.0,0.0
4,019120LC040    ,2023,36,3.0,0.0,0.0
5,019120LC040    ,2023,37,1.0,0.0,0.0
6,019120LC050    ,2023,36,5.0,0.0,0.0
7,019120LC050    ,2023,37,4.0,0.0,0.0
8,019120LC050    ,2023,38,5.0,0.0,0.0
9,019120LC050    ,2023,39,6.0,0.0,0.0
10,019120LC060    ,2023,36,8.0,0.0,0.0
11,019120LC060    ,2023,37,8.0,0.0,0.0
12,019120LC060    ,2023,38,9.0,0.0,0.0
13,019120LC060    ,2023,39,9.0,0.0,0.0
14,019120LC070    ,2023,36,8.0,0.0,0.0
15,019120LC070    ,2023,37,8.0,0.0,0.0
16,019120LC070    ,2023,38,8.0,0.0,0.0
17,019120LC070    ,2023,39,8.0,0.0,0.0
18,019128GA010    ,2023,36,41.0,0.0,1.0
19,019128GA010    ,2023,37,40.0,0.0,1.0
20,019128GA010    ,2023,38,37.0,0.0,1.0
21,019128GA010    ,2023,39,40.0,0.0,1.0
22,01912ECB010    ,2023,36,13.0,0.0,0.0
23,01912ECB010    ,2023,37,13.0,0.0,0.0
24,01912ECB010    ,2023,38,12.0,0.0,0.0
25,01912ECB010    ,2023,39,14.0,0.0,0.0
26,01912ECB040    ,2023,36,30.5,0.0,1.0
27,01912ECB040    ,2023,37,26.0,0.0,1.0
28,01912ECB040    ,2023,38,27.0,0.0,1.0
29,01912ECB040    ,2023,39,26.5,0.0,1.0
30,01912ECB060    ,2023,36,3.0,0.0,0.0
31,01912ECB060    ,2023,37,2.0,0.0,0.0
32,01912ECB060    ,2023,38,1.0,0.0,0.0
33,01912ECB060    ,2023,39,1.0,0.0,0.0
34,01912TFA050    ,2023,36,7.0,0.0,0.0
35,01912TFA050    ,2023,37,7.0,0.0,0.0
36,01912TFA050    ,2023,38,7.0,0.0,0.0
37,01912TFA050    ,2023,39,7.0,0.0,0.0
38,0355045013U    ,2023,36,1.0,0.0,0.0
39,0355045013U    ,2023,37,1.0,0.0,0.0
40,0355045013U    ,2023,38,2.0,0.0,0.0
41,0355045013U    ,2023,39,2.0,0.0,0.0
42,0355052005L    ,2023,36,1.0,0.0,0.0
43,0355052005L    ,2023,37,1.0,0.0,0.0
44,0355052005L    ,2023,38,2.0,0.0,0.0
45,0355052005L    ,2023,39,3.0,0.0,0.0
46,0355113017A    ,2023,36,1.0,0.0,0.0
47,0355141009R    ,2023,36,1.0,0.0,0.0
48,0355141009R    ,2023,38,1.0,0.0,0.0
49,0355141009R    ,2023,39,2.0,0.0,0.0
50,0355183043P    ,2023,36,1.0,0.0,0.0
51,0355183043P    ,2023,37,1.0,0.0,0.0
52,0355183043P    ,2023,38,1.0,0.0,0.0
53,0355183043P    ,2023,39,1.0,0.0,0.0
54,1040043104R    ,2023,36,4.0,0.0,0.0
55,1040043104R    ,2023,37,3.0,0.0,0.0
56,1040043104R    ,2023,38,4.0,0.0,0.0
57,1040043104R    ,2023,39,5.0,0.0,0.0
58,1040052001Z    ,2023,36,3.0,0.0,0.0
59,1040052001Z    ,2023,37,3.0,0.0,0.0
60,1040052001Z    ,2023,38,3.0,0.0,0.0
61,1040052001Z    ,2023,39,3.0,0.0,0.0
62,1040052103H    ,2023,36,3.0,0.0,0.0
63,1040052103H    ,2023,37,4.0,0.0,0.0
64,1040052103H    ,2023,38,4.0,0.0,0.0
65,1040052103H    ,2023,39,4.0,0.0,0.0
66,1040141001S    ,2023,36,1.0,0.0,0.0
67,1040141001S    ,2023,37,1.0,0.0,0.0
68,1040141001S    ,2023,38,1.0,0.0,0.0
69,1040141001S    ,2023,39,1.0,0.0,0.0
70,1040183004C    ,2023,36,1.0,0.0,0.0
71,1040183004C    ,2023,37,1.0,0.0,0.0
72,1040183004C    ,2023,38,1.0,0.0,0.0
73,1040183011P    ,2023,36,1.0,0.0,0.0
74,1040183011P    ,2023,37,1.0,0.0,0.0
75,1040183011P    ,2023,38,1.0,0.0,0.0
76,1040183011P    ,2023,39,2.0,0.0,0.0
77,1040183017V    ,2023,36,1.0,0.0,0.0
78,1040183017V    ,2023,37,1.0,0.0,0.0
79,1040183017V    ,2023,38,2.0,0.0,0.0
80,1040183017V    ,2023,39,2.0,0.0,0.0
81,2030044001J    ,2023,36,1.0,0.0,0.0
82,2030044001J    ,2023,37,1.0,0.0,0.0
83,2030044001J    ,2023,38,1.0,0.0,0.0
84,2030044001J    ,2023,39,1.0,0.0,0.0
85,2030045013L    ,2023,36,3.0,0.0,0.0
86,2030045013L    ,2023,37,2.0,0.0,0.0
87,2030045013L    ,2023,38,2.0,0.0,0.0
88,2030045013L    ,2023,39,2.0,0.0,0.0
89,2030052002N    ,2023,36,3.0,0.0,0.0
90,2030052002N    ,2023,37,2.0,0.0,0.0
91,2030052002N    ,2023,38,5.0,0.0,0.0
92,2030052002N    ,2023,39,4.0,0.0,0.0
93,2030113004A    ,2023,36,3.0,0.0,0.0
94,2030113004A    ,2023,37,4.0,0.0,0.0
95,2030113004A    ,2023,38,4.0,0.0,0.0
96,2030113004A    ,2023,39,3.0,0.0,0.0
97,2030183013A    ,2023,36,2.0,0.0,0.0
98,2030183013A    ,2023,37,2.0,0.0,0.0
99,2030183013A    ,2023,38,2.0,0.0,0.0
100,2030183013A    ,2023,39,3.0,0.0,0.0
101,3040040039Y    ,2023,36,2.0,0.0,0.0
102,3040040039Y    ,2023,37,2.0,0.0,0.0
103,3040040039Y    ,2023,38,2.0,0.0,0.0
104,3040040039Y    ,2023,39,3.0,0.0,0.0
105,3040052001B    ,2023,36,3.0,0.0,0.0
106,3040052001B    ,2023,37,2.0,0.0,0.0
107,3040052001B    ,2023,38,3.0,0.0,0.0
108,3040052001B    ,2023,39,3.0,0.0,0.0
109,3040141002R    ,2023,39,1.0,0.0,0.0
110,321110LC010    ,2023,36,55.0,0.0,2.0
111,321110LC010    ,2023,37,48.0,0.0,2.0
112,321110LC010    ,2023,38,52.0,0.0,2.0
113,321110LC010    ,2023,39,49.0,0.0,2.0
114,333560LC020    ,2023,36,6.0,0.0,0.0
115,333560LC020    ,2023,37,6.0,0.0,0.0
116,333560LC020    ,2023,38,6.0,0.0,0.0
117,333560LC020    ,2023,39,5.0,0.0,0.0
118,33490ECB010    ,2023,36,54.0,0.0,4.0
119,33490ECB010    ,2023,37,39.0,0.0,4.0
120,33490ECB010    ,2023,38,46.0,0.0,3.0
121,33490ECB010    ,2023,39,77.5,0.0,4.0
122,33490ECE010    ,2023,36,98.0,0.0,6.0
123,33490ECE010    ,2023,37,74.5,0.0,6.0
124,33490ECE010    ,2023,38,92.0,0.0,5.0
125,33490ECE010    ,2023,39,122.5,0.0,6.0
126,34989ECB010    ,2023,36,3.0,0.0,0.0
127,34989ECB010    ,2023,37,2.0,0.0,0.0
128,34989ECB010    ,2023,38,2.0,0.0,0.0
129,34989ECB010    ,2023,39,1.0,0.0,0.0
130,34989ECB020    ,2023,36,7.0,0.0,0.0
131,34989ECB020    ,2023,37,6.0,0.0,0.0
132,34989ECB020    ,2023,38,6.0,0.0,0.0
133,34989ECB020    ,2023,39,6.0,0.0,0.0
134,34989ECB030    ,2023,36,4.0,0.0,0.0
135,34989ECB030    ,2023,37,4.0,0.0,0.0
136,34989ECB030    ,2023,38,3.0,0.0,0.0
137,34989ECB030    ,2023,39,3.0,0.0,0.0
138,34989ECC010    ,2023,36,3.0,0.0,0.0
139,34989ECC010    ,2023,37,3.0,0.0,0.0
140,34989ECC010    ,2023,38,2.0,0.0,0.0
141,34989ECC010    ,2023,39,2.0,0.0,0.0
142,34989ECE010    ,2023,36,2.0,0.0,0.0
143,34989ECE010    ,2023,37,2.0,0.0,0.0
144,34989ECE010    ,2023,38,2.0,0.0,0.0
145,34989ECE010    ,2023,39,2.5,0.0,0.0
146,34989ECE020    ,2023,36,2.0,0.0,0.0
147,34989ECE020    ,2023,37,2.0,0.0,0.0
148,34989ECE020    ,2023,38,2.0,0.0,0.0
149,34989ECE020    ,2023,39,2.0,0.0,0.0
150,34989ECE030    ,2023,36,2.0,0.0,0.0
151,34989ECE030    ,2023,37,2.0,0.0,0.0
152,34989ECE030    ,2023,38,2.0,0.0,0.0
153,34989ECE030    ,2023,39,2.0,0.0,0.0
154,350610LC010    ,2023,36,108.0,0.0,8.0
155,350610LC010    ,2023,37,119.0,0.0,8.0
156,350610LC010    ,2023,38,121.0,0.0,8.0
157,350610LC010    ,2023,39,153.0,0.0,8.0
158,350710LC010    ,2023,36,54.0,0.0,0.0
159,350710LC010    ,2023,37,51.0,0.0,0.0
160,350710LC010    ,2023,38,57.0,0.0,0.0
161,350710LC010    ,2023,39,63.0,0.0,0.0
162,35080ECB010    ,2023,36,5.0,6.5,6.0
163,35080ECB010    ,2023,37,6.0,6.0,5.0
164,35080ECB010    ,2023,38,4.0,5.0,6.0
165,35080ECB010    ,2023,39,6.5,8.0,7.0
166,35080ECE010    ,2023,36,3.0,5.0,4.0
167,35080ECE010    ,2023,37,4.0,4.0,4.0
168,35080ECE010    ,2023,38,3.0,4.0,4.0
169,35080ECE010    ,2023,39,4.0,4.0,0.0
170,35080ECE020    ,2023,36,4.0,4.0,2.0
171,35080ECE020    ,2023,37,4.0,4.0,4.0
172,35080ECE020    ,2023,38,2.0,2.0,2.0
173,35080ECE020    ,2023,39,4.0,4.0,4.0
174,351060LC040    ,2023,36,41.0,0.0,1.0
175,351060LC040    ,2023,37,44.0,0.0,1.0
176,351060LC040    ,2023,38,27.0,0.0,1.0
177,351060LC040    ,2023,39,16.0,0.0,1.0
178,351190LC010    ,2023,36,30.0,0.0,1.0
179,351190LC010    ,2023,37,45.0,0.0,1.0
180,351190LC010    ,2023,38,29.0,0.0,1.0
181,351190LC010    ,2023,39,20.5,0.0,1.0
182,35141ECB010    ,2023,39,12.0,0.0,1.0
183,35141ECE010    ,2023,39,23.0,0.0,1.0
184,35145ECB010    ,2023,36,7.0,0.0,0.0
185,35145ECB010    ,2023,37,7.0,0.0,0.0
186,35145ECB010    ,2023,38,7.0,0.0,0.0
187,35145ECB010    ,2023,39,7.0,0.0,0.0
188,35145ECE010    ,2023,36,7.0,0.0,0.0
189,35145ECE010    ,2023,37,7.0,0.0,0.0
190,35145ECE010    ,2023,38,6.0,0.0,0.0
191,35145ECE010    ,2023,39,7.0,0.0,0.0
192,35145ECE020    ,2023,36,6.0,0.0,0.0
193,35145ECE020    ,2023,37,5.0,0.0,0.0
194,35145ECE020    ,2023,38,5.0,0.0,0.0
195,35145ECE020    ,2023,39,7.0,0.0,0.0
196,35165ECE010    ,2023,36,7.0,0.0,0.0
197,35165ECE010    ,2023,37,4.0,0.0,0.0
198,35165ECE010    ,2023,38,5.0,0.0,0.0
199,35165ECE010    ,2023,39,4.0,0.0,0.0
200,351680LC030    ,2023,36,16.0,0.0,0.0
201,351680LC030    ,2023,37,15.0,0.0,0.0
202,351680LC030    ,2023,38,15.0,0.0,0.0
203,351680LC030    ,2023,39,15.0,0.0,0.0
204,351710LC010    ,2023,36,49.0,0.0,0.0
205,351710LC010    ,2023,37,45.0,0.0,0.0
206,351710LC010    ,2023,38,46.0,0.0,0.0
207,351710LC010    ,2023,39,49.0,0.0,0.0
208,351720LC010    ,2023,36,7.0,0.0,0.0
209,351720LC010    ,2023,37,7.0,0.0,0.0
210,351720LC010    ,2023,38,7.0,0.0,0.0
211,351720LC010    ,2023,39,6.0,0.0,0.0
212,35174ECB010    ,2023,36,16.0,0.0,1.0
213,35174ECB010    ,2023,37,14.0,0.0,1.0
214,35174ECB010    ,2023,38,13.0,0.0,1.0
215,35174ECB010    ,2023,39,17.0,0.0,1.0
216,35174ECE010    ,2023,36,15.5,0.0,0.5
217,35174ECE010    ,2023,37,15.0,0.0,0.0
218,35174ECE010    ,2023,38,15.0,0.0,0.0
219,35174ECE010    ,2023,39,17.0,0.0,0.0
220,35174ECE020    ,2023,36,9.0,0.0,0.0
221,35174ECE020    ,2023,37,8.0,0.0,0.0
222,35174ECE020    ,2023,38,8.0,0.0,0.0
223,35174ECE020    ,2023,39,11.0,0.0,0.0
224,3519510A010    ,2023,36,3.0,0.0,0.0
225,3519510A010    ,2023,37,2.0,0.0,0.0
226,3519510A010    ,2023,38,2.0,0.0,0.0
227,3519510A010    ,2023,39,2.0,0.0,0.0
228,35195ECE010    ,2023,36,7.0,0.0,0.0
229,35195ECE010    ,2023,37,8.0,0.0,0.0
230,35195ECE010    ,2023,38,6.0,0.0,0.0
231,35195ECE010    ,2023,39,8.0,0.0,0.0
232,35195TFG010    ,2023,36,6.0,0.0,0.0
233,35195TFG010    ,2023,37,5.5,0.0,0.0
234,35195TFG010    ,2023,38,5.0,0.0,0.0
235,35195TFG010    ,2023,39,5.5,0.0,0.0
236,351980LC020    ,2023,36,6.0,0.0,0.0
237,351980LC020    ,2023,37,6.0,0.0,0.0
238,351980LC020    ,2023,38,6.0,0.0,0.0
239,351980LC020    ,2023,39,6.0,0.0,0.0
240,351980LC030    ,2023,36,12.0,0.0,0.0
241,351980LC030    ,2023,37,12.0,0.0,0.0
242,351980LC030    ,2023,38,12.0,0.0,0.0
243,351980LC030    ,2023,39,11.0,0.0,0.0
244,351980LC040    ,2023,36,6.0,0.0,0.0
245,351980LC040    ,2023,37,6.0,0.0,0.0
246,351980LC040    ,2023,38,6.0,0.0,0.0
247,351980LC040    ,2023,39,6.0,0.0,0.0
248,351988LA010    ,2023,36,6.0,0.0,0.0
249,351988LA010    ,2023,37,6.0,0.0,0.0
250,351988LA010    ,2023,38,6.0,0.0,0.0
251,351988LA010    ,2023,39,6.0,0.0,0.0
252,35198ECE010    ,2023,36,6.0,0.0,0.0
253,35198ECE010    ,2023,37,6.0,0.0,0.0
254,35198ECE010    ,2023,38,6.0,0.0,0.0
255,35198ECE010    ,2023,39,6.0,0.0,0.0
256,352400LC020    ,2023,36,7.0,0.0,0.0
257,352400LC020    ,2023,37,5.5,0.0,0.0
258,352400LC020    ,2023,38,6.0,0.0,0.0
259,352400LC020    ,2023,39,6.0,0.0,0.0
260,352450LC010    ,2023,36,6.0,0.0,0.0
261,352450LC010    ,2023,37,5.0,0.0,0.0
262,352450LC010    ,2023,38,6.0,0.0,0.0
263,352450LC010    ,2023,39,6.0,0.0,0.0
264,35246TFG010    ,2023,36,1.0,0.0,0.0
265,35246TFG010    ,2023,37,1.0,0.0,0.0
266,35246TFG010    ,2023,38,1.0,0.0,0.0
267,35246TFG010    ,2023,39,1.0,0.0,0.0
268,35275TBG010    ,2023,36,5.0,0.0,0.0
269,35275TBG010    ,2023,37,4.0,0.0,0.0
270,35275TBG010    ,2023,38,4.0,0.0,0.0
271,35275TBG010    ,2023,39,5.0,0.0,0.0
272,352800LA010    ,2023,36,10.0,0.0,0.0
273,352800LA010    ,2023,37,8.0,0.0,0.0
274,352800LA010    ,2023,38,8.0,0.0,0.0
275,352800LA010    ,2023,39,8.0,0.0,0.0
276,35300ECB010    ,2023,36,121.5,0.0,3.5
277,35300ECB010    ,2023,37,134.0,0.0,3.5
278,35300ECB010    ,2023,38,126.5,0.0,3.0
279,35300ECB010    ,2023,39,128.0,0.0,3.0
280,35312ECB010    ,2023,36,6.0,0.0,0.0
281,35312ECB010    ,2023,37,5.0,0.0,0.0
282,35312ECB010    ,2023,38,5.0,0.0,0.0
283,35312ECB010    ,2023,39,5.0,0.0,0.0
284,35352ECB010    ,2023,36,2.0,0.0,0.0
285,35352ECB010    ,2023,37,1.0,0.0,0.0
286,35352ECB010    ,2023,38,2.0,0.0,0.0
287,35352ECB010    ,2023,39,2.0,0.0,0.0
288,3539450A010    ,2023,36,2.0,0.0,0.0
289,3539450A010    ,2023,37,2.0,0.0,0.0
290,3539450A010    ,2023,38,3.0,0.0,0.0
291,3539450A010    ,2023,39,3.0,0.0,0.0
292,35409ECB010    ,2023,36,5.0,0.0,0.0
293,35409ECB010    ,2023,37,3.0,0.0,0.0
294,35409ECB010    ,2023,38,3.0,0.0,0.0
295,35409ECB010    ,2023,39,2.5,0.0,0.0
296,354110LC030    ,2023,36,44.0,0.0,0.0
297,354110LC030    ,2023,37,41.0,0.0,0.0
298,354110LC030    ,2023,38,42.5,0.0,0.0
299,354110LC030    ,2023,39,46.0,0.0,0.0
300,35419TRA010    ,2023,36,4.0,0.0,0.0
301,35419TRA010    ,2023,37,4.0,0.0,0.0
302,35419TRA010    ,2023,38,4.0,0.0,0.0
303,35419TRA010    ,2023,39,5.0,0.0,0.0
304,354210LC040    ,2023,36,6.0,0.0,0.0
305,354210LC040    ,2023,37,5.0,0.0,0.0
306,354210LC040    ,2023,38,5.0,0.0,0.0
307,354210LC040    ,2023,39,6.0,0.0,0.0
308,354260LC010    ,2023,36,43.0,0.0,1.0
309,354260LC010    ,2023,37,41.5,0.0,1.0
310,354260LC010    ,2023,38,40.5,0.0,1.0
311,354260LC010    ,2023,39,43.0,0.0,1.0
312,354320LC040    ,2023,36,9.0,0.0,0.0
313,354320LC040    ,2023,37,9.0,0.0,0.0
314,354320LC040    ,2023,38,8.0,0.0,0.0
315,354320LC040    ,2023,39,9.0,0.0,0.0
316,35441ECB010    ,2023,36,27.0,0.0,1.0
317,35441ECB010    ,2023,37,21.5,0.0,1.0
318,35441ECB010    ,2023,38,25.0,0.0,1.0
319,35441ECB010    ,2023,39,22.0,0.0,1.0
320,35441TFA010    ,2023,36,6.0,0.0,0.0
321,35441TFA010    ,2023,37,4.0,0.0,0.0
322,35441TFA010    ,2023,38,3.0,0.0,0.0
323,35441TFA010    ,2023,39,4.0,0.0,0.0
324,354710LC010    ,2023,36,12.0,0.0,0.0
325,354710LC010    ,2023,37,11.0,0.0,0.0
326,354710LC010    ,2023,38,11.0,0.0,0.0
327,354710LC010    ,2023,39,11.0,0.0,0.0
328,354820LC010    ,2023,36,5.0,0.0,0.0
329,354820LC010    ,2023,37,5.0,0.0,0.0
330,354820LC010    ,2023,38,5.0,0.0,0.0
331,354820LC010    ,2023,39,5.0,0.0,0.0
332,3548255A010    ,2023,36,6.0,0.0,0.0
333,3548255A010    ,2023,37,4.0,0.0,0.0
334,3548255A010    ,2023,38,4.0,0.0,0.0
335,3548255A010    ,2023,39,3.0,0.0,0.0
336,35482TFA010    ,2023,36,2.0,0.0,0.0
337,35482TFA010    ,2023,37,1.0,0.0,0.0
338,35482TFA010    ,2023,38,1.0,0.0,0.0
339,35482TFA010    ,2023,39,1.0,0.0,0.0
340,35501ECB010    ,2023,36,5.0,0.0,0.0
341,35501ECB010    ,2023,37,4.0,0.0,0.0
342,35501ECB010    ,2023,38,4.0,0.0,0.0
343,35501ECB010    ,2023,39,4.5,0.0,0.0
344,35505ECB010    ,2023,36,14.5,0.0,1.0
345,35505ECB010    ,2023,37,12.0,0.0,1.0
346,35505ECB010    ,2023,38,11.0,0.0,1.0
347,35505ECB010    ,2023,39,12.0,0.0,1.0
348,35556ECB010    ,2023,36,4.0,0.0,0.0
349,35556ECB010    ,2023,37,4.0,0.0,0.0
350,35556ECB010    ,2023,38,3.0,0.0,0.0
351,35556ECB010    ,2023,39,5.0,0.0,0.0
352,35557ECB010    ,2023,36,9.0,0.0,0.0
353,35557ECB010    ,2023,37,7.0,0.0,0.0
354,35557ECB010    ,2023,38,8.0,0.0,0.0
355,35557ECB010    ,2023,39,11.0,0.0,0.0
356,35580ECB011    ,2023,36,54.0,0.0,3.0
357,35580ECB011    ,2023,37,33.0,0.0,3.0
358,35580ECB011    ,2023,38,78.0,0.0,2.5
359,35580ECB011    ,2023,39,85.0,0.0,3.0
360,35595ECB010    ,2023,36,10.0,0.0,0.0
361,35595ECB010    ,2023,37,7.0,0.0,0.0
362,35595ECB010    ,2023,38,8.0,0.0,0.0
363,35595ECB010    ,2023,39,7.0,0.0,0.0
364,3559850A010    ,2023,36,1.0,0.0,0.0
365,3559850A010    ,2023,37,1.5,0.0,0.0
366,3559850A010    ,2023,38,1.0,0.0,0.0
367,3559850A010    ,2023,39,3.0,0.0,0.0
368,356030LC020    ,2023,36,5.0,0.0,0.0
369,356030LC020    ,2023,37,5.0,0.0,0.0
370,356030LC020    ,2023,38,5.0,0.0,0.0
371,356030LC020    ,2023,39,7.0,0.0,0.0
372,356170LC060    ,2023,36,5.0,0.0,0.0
373,356170LC060    ,2023,37,5.0,0.0,0.0
374,356170LC060    ,2023,38,5.0,0.0,0.0
375,356170LC060    ,2023,39,5.0,0.0,0.0
376,356340LC020    ,2023,36,8.0,0.0,0.0
377,356340LC020    ,2023,37,5.0,0.0,0.0
378,356340LC020    ,2023,38,7.0,0.0,0.0
379,356340LC020    ,2023,39,8.0,0.0,0.0
380,356340LC030    ,2023,36,2.0,0.0,0.0
381,356340LC030    ,2023,37,2.0,0.0,0.0
382,356340LC030    ,2023,38,2.0,0.0,0.0
383,356340LC030    ,2023,39,3.0,0.0,0.0
384,356680LC020    ,2023,36,15.0,0.0,0.0
385,356680LC020    ,2023,37,15.0,0.0,0.0
386,356680LC020    ,2023,38,15.5,0.0,0.0
387,356680LC020    ,2023,39,15.0,0.0,0.0
388,356790LC010    ,2023,39,1.0,0.0,0.0
389,356790LC020    ,2023,39,2.0,0.0,0.0
390,356790LC030    ,2023,39,1.0,0.0,0.0
391,356790LC040    ,2023,36,14.0,0.0,0.0
392,356790LC040    ,2023,37,15.0,0.0,0.0
393,356790LC040    ,2023,38,29.0,0.0,0.0
394,356790LC040    ,2023,39,28.0,0.0,0.0
395,356790LC050    ,2023,36,12.5,0.0,0.0
396,356790LC050    ,2023,37,11.5,0.0,0.0
397,356790LC050    ,2023,38,4.0,0.0,0.0
398,356790LC050    ,2023,39,8.0,0.0,0.0
399,356790LC060    ,2023,36,5.0,0.0,0.0
400,356790LC060    ,2023,37,6.0,0.0,0.0
401,356790LC060    ,2023,38,8.0,0.0,0.0
402,356790LC060    ,2023,39,12.0,0.0,0.0
403,35704ECA020****,2023,36,2.0,0.0,0.0
404,35704ECA020****,2023,37,2.0,0.0,0.0
405,35704ECA020****,2023,38,2.0,0.0,0.0
406,35704ECA020****,2023,39,1.0,0.0,0.0
407,35705ECA020****,2023,36,1.0,0.0,0.0
408,35705ECA020****,2023,37,2.0,0.0,0.0
409,3572433040     ,2023,39,1.0,0.0,0.0
410,357710LC030    ,2023,36,68.0,0.0,4.0
411,357710LC030    ,2023,37,67.0,0.0,4.0
412,357710LC030    ,2023,38,67.0,0.0,4.0
413,357710LC030    ,2023,39,83.0,0.0,4.0
414,35771ECB010    ,2023,36,27.0,0.0,4.0
415,35771ECB010    ,2023,37,19.0,0.0,4.0
416,35771ECB010    ,2023,38,26.5,0.0,3.0
417,35771ECB010    ,2023,39,48.0,0.0,4.0
418,35771ECE010    ,2023,36,47.0,0.0,4.0
419,35771ECE010    ,2023,37,47.0,0.0,3.0
420,35771ECE010    ,2023,38,52.0,0.0,3.5
421,35771ECE010    ,2023,39,57.0,0.0,4.0
422,35782ECB010    ,2023,36,5.0,8.0,6.0
423,35782ECB010    ,2023,37,4.0,6.0,6.0
424,35782ECB010    ,2023,38,6.0,6.0,4.0
425,35782ECB010    ,2023,39,7.0,8.0,6.0
426,35782ECE020    ,2023,36,4.0,4.0,3.0
427,35782ECE020    ,2023,37,4.0,4.0,4.0
428,35782ECE020    ,2023,38,3.0,1.0,0.0
429,35782ECE020    ,2023,39,5.0,0.5,0.0
430,35782ECE030    ,2023,36,2.0,3.0,2.0
431,35782ECE030    ,2023,37,3.0,5.0,4.0
432,35782ECE030    ,2023,38,2.0,6.0,4.0
433,35782ECE030    ,2023,39,5.0,2.5,0.0
