,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）
434,357890LC160    ,2023,36,2.0,0.0,0.0
435,357890LC160    ,2023,37,3.0,0.0,0.0
436,357890LC160    ,2023,38,3.0,0.0,0.0
437,357890LC160    ,2023,39,3.0,0.0,0.0
438,357890LC170    ,2023,36,4.0,0.0,0.0
439,357890LC170    ,2023,37,4.0,0.0,0.0
440,357890LC170    ,2023,38,4.0,0.0,0.0
441,357890LC170    ,2023,39,4.0,0.0,0.0
442,357890LC180    ,2023,36,3.0,0.0,0.0
443,357890LC180    ,2023,37,3.0,0.0,0.0
444,357890LC180    ,2023,38,3.0,0.0,0.0
445,357890LC180    ,2023,39,4.0,0.0,0.0
446,35847ECB010    ,2023,36,7.0,0.0,0.0
447,35847ECB010    ,2023,37,5.0,0.0,0.0
448,35847ECB010    ,2023,38,4.0,0.0,0.0
449,35847ECB010    ,2023,39,5.0,0.0,0.0
450,35847ECB020    ,2023,36,8.0,0.0,0.0
451,35847ECB020    ,2023,37,5.0,0.0,0.0
452,35847ECB020    ,2023,38,7.0,0.0,0.0
453,35847ECB020    ,2023,39,8.0,0.0,0.0
454,35847ECE010    ,2023,36,18.0,0.0,0.5
455,35847ECE010    ,2023,37,16.0,0.0,0.0
456,35847ECE010    ,2023,38,19.0,0.0,0.0
457,35847ECE010    ,2023,39,18.0,0.0,0.0
458,35847ECE020    ,2023,36,14.0,0.0,0.0
459,35847ECE020    ,2023,37,12.0,0.0,0.0
460,35847ECE020    ,2023,38,14.0,0.0,0.0
461,35847ECE020    ,2023,39,12.0,0.0,0.0
462,35882ECB010    ,2023,36,10.0,0.0,0.0
463,35882ECB010    ,2023,37,7.0,0.0,0.0
464,35882ECB010    ,2023,38,7.0,0.0,0.0
465,35882ECB010    ,2023,39,8.0,0.0,0.0
466,358830LC030    ,2023,36,8.0,0.0,0.0
467,358830LC030    ,2023,37,7.0,0.0,0.0
468,358830LC030    ,2023,38,8.0,0.0,0.0
469,358830LC030    ,2023,39,8.0,0.0,0.0
470,358830LC040    ,2023,36,6.0,0.0,0.0
471,358830LC040    ,2023,37,6.0,0.0,0.0
472,358830LC040    ,2023,38,6.0,0.0,0.0
473,358830LC040    ,2023,39,6.0,0.0,0.0
474,36108ECB010    ,2023,36,5.0,0.0,0.0
475,36108ECB010    ,2023,37,3.0,0.0,0.0
476,36108ECB010    ,2023,38,3.0,0.0,0.0
477,36108ECB010    ,2023,39,3.0,0.0,0.0
478,391710LC010    ,2023,36,19.0,0.0,4.0
479,391710LC010    ,2023,37,19.0,0.0,3.0
480,391710LC010    ,2023,38,22.0,0.0,4.0
481,391710LC010    ,2023,39,22.0,0.0,4.0
482,39171ECB010    ,2023,39,11.0,0.0,1.0
483,39171ECE010    ,2023,39,21.0,0.0,1.0
484,41221ECA020****,2023,36,1.0,0.0,0.0
485,41221ECA020****,2023,37,2.0,0.0,0.0
486,41221ECB010    ,2023,36,5.0,8.0,6.0
487,41221ECB010    ,2023,37,4.0,8.0,6.0
488,41221ECB010    ,2023,38,6.0,5.0,4.0
489,41221ECB010    ,2023,39,8.0,6.5,5.0
490,41221ECE010    ,2023,36,7.0,10.0,8.0
491,41221ECE010    ,2023,37,10.5,9.5,8.0
492,41221ECE010    ,2023,38,10.0,8.0,7.0
493,41221ECE010    ,2023,39,8.0,8.0,8.0
494,41310ECA020    ,2023,36,3.0,0.0,0.0
495,41310ECA020    ,2023,37,3.0,0.0,0.0
496,41310ECB010    ,2023,36,55.0,0.0,9.0
497,41310ECB010    ,2023,37,47.0,0.0,9.0
498,41310ECB010    ,2023,38,57.5,0.0,9.0
499,41310ECB010    ,2023,39,82.5,0.0,9.0
500,41310ECE010    ,2023,36,136.0,0.0,12.0
501,41310ECE010    ,2023,37,152.5,0.0,12.0
502,41310ECE010    ,2023,38,145.0,0.0,12.0
503,41310ECE010    ,2023,39,132.0,0.0,12.0
504,5040043004E    ,2023,36,2.0,0.0,0.0
505,5040043004E    ,2023,37,2.0,0.0,0.0
506,5040043004E    ,2023,38,2.0,0.0,0.0
507,5040043004E    ,2023,39,2.0,0.0,0.0
508,5040056001E    ,2023,36,5.0,0.0,0.0
509,5040056001E    ,2023,37,5.0,0.0,0.0
510,5040056001E    ,2023,38,5.0,0.0,0.0
511,5040056001E    ,2023,39,6.0,0.0,0.0
512,821250LC030    ,2023,36,18.0,0.0,0.0
513,821250LC030    ,2023,37,17.0,0.0,0.0
514,821250LC030    ,2023,38,18.0,0.0,0.0
515,821250LC030    ,2023,39,20.0,0.0,0.0
516,82125ECB010    ,2023,36,5.0,0.0,0.0
517,82125ECB010    ,2023,37,3.0,0.0,0.0
518,82125ECB010    ,2023,38,3.0,0.0,0.0
519,82125ECB010    ,2023,39,3.0,0.0,0.0
520,82125ECB020    ,2023,36,17.0,0.0,1.0
521,82125ECB020    ,2023,37,19.5,0.0,1.0
522,82125ECB020    ,2023,38,21.0,0.0,1.0
523,82125ECB020    ,2023,39,23.0,0.0,1.0
524,82125ECC020    ,2023,36,15.0,0.0,1.0
525,82125ECC020    ,2023,37,16.0,0.0,1.0
526,82125ECC020    ,2023,38,14.0,0.0,1.0
527,82125ECC020    ,2023,39,16.0,0.0,1.0
528,82125ECE010    ,2023,36,8.0,0.0,0.0
529,82125ECE010    ,2023,37,7.0,0.0,0.0
530,82125ECE010    ,2023,38,6.0,0.0,0.0
531,82125ECE010    ,2023,39,5.0,0.0,0.0
532,82125ECE020    ,2023,36,9.0,0.0,2.0
533,82125ECE020    ,2023,37,11.0,0.0,2.0
534,82125ECE020    ,2023,38,13.0,0.0,2.0
535,82125ECE020    ,2023,39,11.0,0.0,2.0
536,82125ECE030    ,2023,36,48.5,0.0,1.0
537,82125ECE030    ,2023,37,37.0,0.0,2.0
538,82125ECE030    ,2023,38,43.0,0.0,1.0
539,82125ECE030    ,2023,39,40.0,0.0,2.0
540,82125ECE040    ,2023,36,2.0,0.0,0.0
541,82125ECE040    ,2023,37,4.0,0.0,0.0
542,82125ECE040    ,2023,38,4.0,0.0,0.0
543,82125ECE040    ,2023,39,4.0,0.0,0.0
544,828210LC020    ,2023,36,9.0,0.0,0.0
545,828210LC020    ,2023,37,9.0,0.0,0.0
546,828210LC020    ,2023,38,8.0,0.0,0.0
547,828210LC020    ,2023,39,8.0,0.0,0.0
548,82821CWA030    ,2023,36,10.0,0.0,0.0
549,82821CWA030    ,2023,37,9.0,0.0,0.0
550,82821CWA030    ,2023,38,10.0,0.0,0.0
551,82821CWA030    ,2023,39,11.0,0.0,0.0
552,82821ECB010    ,2023,36,5.0,0.0,0.0
553,82821ECB010    ,2023,37,5.0,0.0,0.0
554,82821ECB010    ,2023,38,5.0,0.0,0.0
555,82821ECB010    ,2023,39,6.0,0.0,0.0
556,82821ECB020    ,2023,36,11.0,0.0,0.0
557,82821ECB020    ,2023,37,10.0,0.0,0.0
558,82821ECB020    ,2023,38,10.0,0.0,0.0
559,82821ECB020    ,2023,39,12.0,0.0,0.0
560,82821ECB040    ,2023,36,4.0,0.0,0.0
561,82821ECB040    ,2023,37,4.0,0.0,0.0
562,82821ECB040    ,2023,38,4.0,0.0,0.0
563,82821ECB040    ,2023,39,5.0,0.0,0.0
564,82821ECB050    ,2023,36,19.0,0.0,0.0
565,82821ECB050    ,2023,37,17.0,0.0,0.0
566,82821ECB050    ,2023,38,18.0,0.0,0.0
567,82821ECB050    ,2023,39,19.0,0.0,0.0
568,82821ECE010    ,2023,36,34.0,0.0,0.0
569,82821ECE010    ,2023,37,33.0,0.0,0.0
570,82821ECE010    ,2023,38,32.0,0.0,0.0
571,82821ECE010    ,2023,39,33.0,0.0,0.0
572,82821XAE010    ,2023,36,21.0,0.0,0.0
573,82821XAE010    ,2023,37,20.0,0.0,0.0
574,82821XAE010    ,2023,38,20.0,0.0,0.0
575,82821XAE010    ,2023,39,23.0,0.0,0.0
576,82821XAE020    ,2023,36,2.0,0.0,0.0
577,82821XAE020    ,2023,37,1.0,0.0,0.0
578,82821XAE020    ,2023,38,1.0,0.0,0.0
579,82821XAE020    ,2023,39,2.0,0.0,0.0
580,82824ECB010    ,2023,36,11.0,0.0,0.0
581,82824ECB010    ,2023,37,7.0,0.0,0.0
582,82824ECB010    ,2023,38,8.0,0.0,0.0
583,82824ECB010    ,2023,39,8.0,0.0,0.0
584,82824ECB020    ,2023,36,24.0,0.0,1.0
585,82824ECB020    ,2023,37,20.0,0.0,1.0
586,82824ECB020    ,2023,38,22.0,0.0,1.0
587,82824ECB020    ,2023,39,17.0,0.0,1.0
588,82824ECE010    ,2023,36,17.5,0.0,0.0
589,82824ECE010    ,2023,37,15.0,0.0,0.0
590,82824ECE010    ,2023,38,14.0,0.0,0.0
591,82824ECE010    ,2023,39,14.0,0.0,0.0
592,9010506A003    ,2023,36,2.0,0.0,0.0
593,9010506A003    ,2023,37,2.0,0.0,0.0
594,9010506A003    ,2023,38,1.0,0.0,0.0
595,9010506A003    ,2023,39,1.0,0.0,0.0
596,9010506A089    ,2023,36,3.0,0.0,0.0
597,9010506A089    ,2023,37,3.0,0.0,0.0
598,9010506A089    ,2023,38,3.0,0.0,0.0
599,9010506A089    ,2023,39,3.0,0.0,0.0
600,9010508A014    ,2023,36,23.0,0.0,1.0
601,9010508A014    ,2023,37,19.0,0.0,1.0
602,9010508A014    ,2023,38,21.0,0.0,1.0
603,9010508A014    ,2023,39,21.0,0.0,1.0
604,9010508A042    ,2023,36,2.0,0.0,0.0
605,9010508A042    ,2023,37,2.0,0.0,0.0
606,9010508A042    ,2023,38,3.0,0.0,0.0
607,9010508A042    ,2023,39,3.0,0.0,0.0
608,9010512A017    ,2023,36,9.0,0.0,0.0
609,9010512A017    ,2023,37,7.0,0.0,0.0
610,9010512A017    ,2023,38,6.0,0.0,0.0
611,9010512A017    ,2023,39,7.0,0.0,0.0
612,9010512A018    ,2023,36,34.0,0.0,3.0
613,9010512A018    ,2023,37,21.0,0.0,3.0
614,9010512A018    ,2023,38,24.5,0.0,3.0
615,9010512A018    ,2023,39,30.0,0.0,3.0
616,9011006031     ,2023,36,3.0,0.0,0.0
617,9011006031     ,2023,37,3.0,0.0,0.0
618,9011006031     ,2023,38,3.0,0.0,0.0
619,9011006031     ,2023,39,3.0,0.0,0.0
620,9011606048     ,2023,36,4.0,0.0,0.0
621,9011606048     ,2023,37,3.0,0.0,0.0
622,9011606048     ,2023,38,2.0,0.0,0.0
623,9011606048     ,2023,39,3.0,0.0,0.0
624,9011906908     ,2023,36,3.0,0.0,0.0
625,9011906908     ,2023,37,3.0,0.0,0.0
626,9011906908     ,2023,38,3.0,0.0,0.0
627,9011906908     ,2023,39,3.0,0.0,0.0
628,9011906A059    ,2023,36,2.0,0.0,0.0
629,9011906A059    ,2023,37,2.0,0.0,0.0
630,9011906A059    ,2023,38,2.0,0.0,0.0
631,9011906A059    ,2023,39,2.0,0.0,0.0
632,9011906A062    ,2023,36,4.0,0.0,0.0
633,9011906A062    ,2023,37,3.0,0.0,0.0
634,9011906A062    ,2023,38,4.0,0.0,0.0
635,9011906A062    ,2023,39,3.0,0.0,0.0
636,9011906A063    ,2023,36,3.0,0.0,0.0
637,9011906A063    ,2023,37,3.0,0.0,0.0
638,9011906A063    ,2023,38,3.0,0.0,0.0
639,9011906A063    ,2023,39,3.0,0.0,0.0
640,9011906A065    ,2023,36,3.0,0.0,0.0
641,9011906A065    ,2023,37,2.0,0.0,0.0
642,9011906A065    ,2023,38,2.0,0.0,0.0
643,9011906A065    ,2023,39,3.0,0.0,0.0
644,9011908A038    ,2023,36,9.0,0.0,0.0
645,9011908A038    ,2023,37,9.0,0.0,0.0
646,9011908A038    ,2023,38,9.0,0.0,0.0
647,9011908A038    ,2023,39,11.0,0.0,0.0
648,9014860027     ,2023,36,3.0,0.0,0.0
649,9014860027     ,2023,37,2.0,0.0,0.0
650,9014860027     ,2023,38,3.0,0.0,0.0
651,9014860027     ,2023,39,3.0,0.0,0.0
652,9014906A004    ,2023,36,4.0,0.0,0.0
653,9014906A004    ,2023,37,4.0,0.0,0.0
654,9014906A004    ,2023,38,4.0,0.0,0.0
655,9014906A004    ,2023,39,4.0,0.0,0.0
656,9014908A008    ,2023,36,5.0,0.0,0.0
657,9014908A008    ,2023,37,4.0,0.0,0.0
658,9014908A008    ,2023,38,1.0,0.0,0.0
659,9014908A008    ,2023,39,8.0,0.0,0.0
660,9015905A007    ,2023,36,4.0,0.0,0.0
661,9015905A007    ,2023,37,5.0,0.0,0.0
662,9015905A007    ,2023,38,4.0,0.0,0.0
663,9015905A007    ,2023,39,5.0,0.0,0.0
664,9015906A021    ,2023,36,4.0,0.0,0.0
665,9015906A021    ,2023,37,5.0,0.0,0.0
666,9015906A021    ,2023,38,5.0,0.0,0.0
667,9015906A021    ,2023,39,6.0,0.0,0.0
668,9015906A022    ,2023,36,6.0,0.0,0.0
669,9015906A022    ,2023,37,6.0,0.0,0.0
670,9015906A022    ,2023,38,7.0,0.0,0.0
671,9015906A022    ,2023,39,8.0,0.0,0.0
672,9015906A023    ,2023,36,5.0,0.0,0.0
673,9015906A023    ,2023,37,4.0,0.0,0.0
674,9015906A023    ,2023,38,6.0,0.0,0.0
675,9015906A023    ,2023,39,6.0,0.0,0.0
676,9020150A002    ,2023,36,5.0,0.0,0.0
677,9020150A002    ,2023,37,5.5,0.0,0.0
678,9020150A002    ,2023,38,5.0,0.0,0.0
679,9020150A002    ,2023,39,5.0,0.0,0.0
680,9020156A001    ,2023,36,5.0,0.0,0.0
681,9020156A001    ,2023,37,5.5,0.0,0.0
682,9020156A001    ,2023,38,4.0,0.0,0.0
683,9020156A001    ,2023,39,4.0,0.0,0.0
684,9020156A002    ,2023,36,4.0,0.0,0.0
685,9020156A002    ,2023,37,5.0,0.0,0.0
686,9020156A002    ,2023,38,5.0,0.0,0.0
687,9020156A002    ,2023,39,4.0,0.0,0.0
688,9025006027     ,2023,36,2.0,0.0,0.0
689,9025006027     ,2023,37,2.0,0.0,0.0
690,9025006027     ,2023,38,2.0,0.0,0.0
691,9025006027     ,2023,39,3.0,0.0,0.0
692,9025006A007    ,2023,36,2.0,0.0,0.0
693,9025006A007    ,2023,37,3.0,0.0,0.0
694,9025006A007    ,2023,38,2.0,0.0,0.0
695,9025006A007    ,2023,39,3.0,0.0,0.0
696,9025010017     ,2023,36,6.0,0.0,0.0
697,9025010017     ,2023,37,6.0,0.0,0.0
698,9025010017     ,2023,38,6.0,0.0,0.0
699,9025010017     ,2023,39,6.0,0.0,0.0
700,9030106A018    ,2023,36,3.0,0.0,0.0
701,9030106A018    ,2023,37,2.0,0.0,0.0
702,9030106A018    ,2023,38,3.0,0.0,0.0
703,9030106A018    ,2023,39,3.0,0.0,0.0
704,9030111A013    ,2023,36,5.0,0.0,0.0
705,9030111A013    ,2023,37,5.0,0.0,0.0
706,9030111A013    ,2023,38,5.0,0.0,0.0
707,9030111A013    ,2023,39,6.0,0.0,0.0
708,9030111A014    ,2023,36,6.0,0.0,0.0
709,9030111A014    ,2023,37,6.0,0.0,0.0
710,9030111A014    ,2023,38,6.0,0.0,0.0
711,9030111A014    ,2023,39,6.0,0.0,0.0
712,9030115027     ,2023,36,3.0,0.0,0.0
713,9030115027     ,2023,37,3.0,0.0,0.0
714,9030115027     ,2023,38,3.0,0.0,0.0
715,9030115027     ,2023,39,3.0,0.0,0.0
716,9030115A011    ,2023,36,3.0,0.0,0.0
717,9030115A011    ,2023,37,3.0,0.0,0.0
718,9030115A011    ,2023,38,3.0,0.0,0.0
719,9030115A011    ,2023,39,3.0,0.0,0.0
720,9030117A010    ,2023,36,4.0,0.0,0.0
721,9030117A010    ,2023,37,4.0,0.0,0.0
722,9030117A010    ,2023,38,4.0,0.0,0.0
723,9030117A010    ,2023,39,5.0,0.0,0.0
724,9030119A010    ,2023,36,2.0,0.0,0.0
725,9030119A010    ,2023,37,2.0,0.0,0.0
726,9030119A010    ,2023,38,1.0,0.0,0.0
727,9030119A010    ,2023,39,1.0,0.0,0.0
728,9030119A011    ,2023,36,4.0,0.0,0.0
729,9030119A011    ,2023,37,4.0,0.0,0.0
730,9030119A011    ,2023,38,3.0,0.0,0.0
731,9030119A011    ,2023,39,3.0,0.0,0.0
732,9030132A005    ,2023,36,3.0,0.0,0.0
733,9030132A005    ,2023,37,3.0,0.0,0.0
734,9030132A005    ,2023,38,3.0,0.0,0.0
735,9030132A005    ,2023,39,3.0,0.0,0.0
736,9030146A009    ,2023,36,3.0,0.0,0.0
737,9030146A009    ,2023,37,3.0,0.0,0.0
738,9030146A009    ,2023,38,4.0,0.0,0.0
739,9030146A009    ,2023,39,3.5,0.0,0.0
740,9030199A223    ,2023,36,4.0,0.0,0.0
741,9030199A223    ,2023,37,4.0,0.0,0.0
742,9030199A223    ,2023,38,4.0,0.0,0.0
743,9030199A223    ,2023,39,4.0,0.0,0.0
744,9030199A224    ,2023,36,3.0,0.0,0.0
745,9030199A224    ,2023,37,3.0,0.0,0.0
746,9030199A224    ,2023,38,3.0,0.0,0.0
747,9030199A224    ,2023,39,3.0,0.0,0.0
748,9031132A003    ,2023,36,2.0,0.0,0.0
749,9031132A003    ,2023,37,3.0,0.0,0.0
750,9031132A003    ,2023,38,2.0,0.0,0.0
751,9031132A003    ,2023,39,2.0,0.0,0.0
752,9031150A014    ,2023,36,6.0,0.0,0.0
753,9031150A014    ,2023,37,7.0,0.0,0.0
754,9031150A014    ,2023,38,6.0,0.0,0.0
755,9031150A014    ,2023,39,7.0,0.0,0.0
756,9031150A015    ,2023,36,5.0,0.0,0.0
757,9031150A015    ,2023,37,5.0,0.0,0.0
758,9031150A015    ,2023,38,6.0,0.0,0.0
759,9031150A015    ,2023,39,6.0,0.0,0.0
760,9031164A006    ,2023,36,7.0,0.0,0.0
761,9031164A006    ,2023,37,8.0,0.0,0.0
762,9031164A006    ,2023,38,4.0,0.0,0.0
763,9031164A006    ,2023,39,4.0,0.0,0.0
764,9033106A003    ,2023,36,1.0,0.0,0.0
765,9033106A003    ,2023,37,1.0,0.0,0.0
766,9033106A003    ,2023,38,1.0,0.0,0.0
767,9033106A003    ,2023,39,1.0,0.0,0.0
768,9033114006     ,2023,36,1.0,0.0,0.0
769,9033114006     ,2023,39,2.0,0.0,0.0
770,9033904A002    ,2023,36,3.0,0.0,0.0
771,9033904A002    ,2023,37,2.0,0.0,0.0
772,9033904A002    ,2023,38,2.0,0.0,0.0
773,9033904A002    ,2023,39,2.0,0.0,0.0
774,9033904A003    ,2023,36,3.0,0.0,0.0
775,9033904A003    ,2023,37,2.0,0.0,0.0
776,9033904A003    ,2023,38,3.0,0.0,0.0
777,9033904A003    ,2023,39,4.0,0.0,0.0
778,9034108A006    ,2023,36,3.0,0.0,0.0
779,9034108A006    ,2023,37,2.0,0.0,0.0
780,9034108A006    ,2023,38,5.0,0.0,0.0
781,9034108A006    ,2023,39,4.0,0.0,0.0
782,9034108A010    ,2023,36,1.0,0.0,0.0
783,9034108A010    ,2023,37,1.0,0.0,0.0
784,9034108A010    ,2023,38,1.0,0.0,0.0
785,9034108A010    ,2023,39,1.0,0.0,0.0
786,9034114A004    ,2023,36,1.0,0.0,0.0
787,9034114A004    ,2023,37,1.0,0.0,0.0
788,9034114A004    ,2023,38,1.0,0.0,0.0
789,9034114A004    ,2023,39,1.0,0.0,0.0
790,9034118060     ,2023,36,7.0,0.0,0.0
791,9034118060     ,2023,37,6.0,0.0,0.0
792,9034118060     ,2023,38,7.0,0.0,0.0
793,9034118060     ,2023,39,5.0,0.0,0.0
794,9034118090     ,2023,36,6.0,0.0,0.0
795,9034118090     ,2023,37,6.0,0.0,0.0
796,9034118090     ,2023,38,6.0,0.0,0.0
797,9034118090     ,2023,39,6.0,0.0,0.0
798,9034118A024    ,2023,36,4.0,0.0,0.0
799,9034118A024    ,2023,37,5.0,0.0,0.0
800,9034118A024    ,2023,38,5.0,0.0,0.0
801,9034118A024    ,2023,39,6.0,0.0,0.0
802,9036006004     ,2023,36,1.0,0.0,0.0
803,9036006004     ,2023,37,2.0,0.0,0.0
804,9036006004     ,2023,38,2.0,0.0,0.0
805,9036006004     ,2023,39,2.0,0.0,0.0
806,9036103A023    ,2023,39,1.0,0.0,0.0
807,9036324A003    ,2023,36,7.0,0.0,1.0
808,9036324A003    ,2023,37,7.0,0.0,1.0
809,9036324A003    ,2023,38,7.0,0.0,1.0
810,9036324A003    ,2023,39,9.0,0.0,1.0
811,9036324A004    ,2023,36,19.0,0.0,1.0
812,9036324A004    ,2023,37,17.0,0.0,1.0
813,9036324A004    ,2023,38,17.5,0.0,1.0
814,9036324A004    ,2023,39,21.0,0.0,1.0
815,9036324A005    ,2023,36,18.0,0.0,1.0
816,9036324A005    ,2023,37,16.0,0.0,1.0
817,9036324A005    ,2023,38,16.5,0.0,1.0
818,9036324A005    ,2023,39,20.0,0.0,1.0
819,9036340A010    ,2023,36,15.0,0.0,1.0
820,9036340A010    ,2023,37,15.0,0.0,1.0
821,9036340A010    ,2023,38,15.0,0.0,1.0
822,9036340A010    ,2023,39,18.0,0.0,1.0
823,9036345A004    ,2023,36,16.0,0.0,0.0
824,9036345A004    ,2023,37,12.0,0.0,0.0
825,9036345A004    ,2023,38,12.0,0.0,0.0
826,9036345A004    ,2023,39,12.0,0.0,0.0
827,9036366A001    ,2023,36,22.0,0.0,0.0
828,9036366A001    ,2023,37,20.5,0.0,0.0
829,9036366A001    ,2023,38,19.0,0.0,0.0
830,9036366A001    ,2023,39,19.0,0.0,0.0
831,9036414A016    ,2023,36,2.0,0.0,0.0
832,9036414A016    ,2023,37,2.0,0.0,0.0
833,9036414A016    ,2023,38,3.0,0.0,0.0
834,9036414A016    ,2023,39,3.0,0.0,0.0
835,9036435A004    ,2023,36,7.0,0.0,0.0
836,9036435A004    ,2023,37,7.0,0.0,0.0
837,9036435A004    ,2023,38,6.0,0.0,0.0
838,9036435A004    ,2023,39,7.0,0.0,0.0
839,9036443A006    ,2023,36,9.0,0.0,0.0
840,9036443A006    ,2023,37,8.0,0.0,0.0
841,9036443A006    ,2023,38,9.0,0.0,0.0
842,9036443A006    ,2023,39,9.0,0.0,0.0
843,9036628A005    ,2023,36,8.0,0.0,0.0
844,9036628A005    ,2023,37,6.0,0.0,0.0
845,9036628A005    ,2023,38,5.0,0.0,0.0
846,9036628A005    ,2023,39,4.0,0.0,0.0
847,9036628A006    ,2023,36,7.0,0.0,0.0
848,9036628A006    ,2023,37,4.0,0.0,0.0
849,9036628A006    ,2023,38,4.0,0.0,0.0
850,9036628A006    ,2023,39,4.0,0.0,0.0
851,9036628A007    ,2023,36,11.0,0.0,0.0
852,9036628A007    ,2023,37,8.0,0.0,0.0
853,9036628A007    ,2023,38,9.0,0.0,0.0
854,9036628A007    ,2023,39,7.0,0.0,0.0
855,9036628A008    ,2023,36,8.0,0.0,0.0
856,9036628A008    ,2023,37,6.0,0.0,0.0
857,9036628A008    ,2023,38,7.0,0.0,0.0
858,9036628A008    ,2023,39,5.0,0.0,0.0
859,9036630A017    ,2023,36,15.0,0.0,0.0
860,9036630A017    ,2023,37,11.0,0.0,0.0
861,9036630A017    ,2023,38,13.5,0.0,0.0
862,9036630A017    ,2023,39,10.0,0.0,0.0
863,9036630A018    ,2023,36,22.0,0.0,1.0
864,9036630A018    ,2023,37,16.0,0.0,1.0
865,9036630A018    ,2023,38,19.0,0.0,1.0
866,9036630A018    ,2023,39,14.0,0.0,1.0
