品番,品名,整備室,仕入先名/工場名,間口(vlook),間口,通箱名,かんばん情報.収容数,登録箱種,納入ｻｲｸﾙ.間隔,納入ｻｲｸﾙ.回数,納入ｻｲｸﾙ.情報,基準在庫.日数,基準在庫.枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率
354820LC010,"CLAMP, TEMPERATURE SENSOR",1Z,サトープレス工業（株）,A1,A1,AW-131,500,TP131ﾌﾀﾅｼ,1,1,1.78,1.34,4,0.84,0.84,1.1,0.5
351988LA020,"BRACKET, WIRE HARNESS CLAMP",1Z,三共鋼業（株）,A1,A1,AW-131,150,TP331ﾌﾀﾅｼ,1,1,1.78,1.03,3,1.03,1.03,1.1,0.5
351988LA030,"BRACKET, WIRE HARNESS CLAMP",1Z,三共鋼業（株）,A1,A1,AW-331,100,TP331ﾌﾀﾅｼ,1,1,1.78,1.03,3,1.03,1.03,1.1,0.5
351988LA040,"BRACKET, WIRE HARNESS CLAMP",1Z,三共鋼業（株）,A1,A1,AW-131,100,TP331ﾌﾀﾅｼ,1,1,1.78,1.03,3,1.03,1.03,1.1,0.5
321110LC010,"PLATE, DRIVEN",1Z,アイシン機工（株）,B2,B2,ｻﾝﾎﾞﾂｸｽ,7,,1,1,1.28,1.11,8,0.61,0.61,1.1,0.5
321118LA010,"PLATE, DRIVEN",1Z,アイシン機工（株）,B1,B1,ｻﾝﾎﾞｯｸｽ#23,7,,1,1,1.28,1.11,8,0.61,0.61,1.1,0.5
350610LC010,"HUB SUB-ASSY, ROTOR",1Z,（株）アイシン福井,B1,B1,TP-341-5,2,TP-341-5,1,24,19.68,1.23,16,0.63,0.63,1.1,0.5
350710LC010,"SHAFT SUB-ASSY, HYBRID MODULE INPUT",1Z,（株）アイシン福井,A2,A2,TP-332,4,TP-332,1,24,19.68,1.23,18,0.63,0.63,1.1,0.5
357710LC030,"SHAFT, HYBRID MODULE OUTPUT",1Z,（株）アイシン福井,A2,A2,TP-331-5,4,TP331.5ﾌﾀﾅｼ,1,24,19.68,1.23,24,0.63,0.63,1.1,0.5
351710LC010,"COVER, ROTOR",1Z,新日工業（株）,A2,A2,TP-332,8,TP-332,1,1,4.31,1.6,4,1.1,1.1,1.1,0.5
0355052005L,"PLUG, W/HEAD STRAIGHT SCREW",1Z,（株）杉浦製作所,A1,A1,TP-331,2000,TP331ﾌﾀﾅｼ,1,2,1.44,1.38,1,0.88,0.88,1.1,0.5
2030113004A,PLUG,1Z,アイコー（株）,A1,A1,TP-131,2000,TP131ﾌﾀﾅｼ,1,2,3.92,1.72,2,1.22,1.22,1.1,0.5
G11170LC010,"RING, REVOLUTION SENSOR ROTOR END, RH",1Z,アイコー（株）,A1,A1,TP-131,60,TP131ﾌﾀﾅｼ,1,2,3.92,1.72,4,1.22,1.22,1.1,0.5
821250LC030,"WIRE, TRANSMISSION",1Z,住友電装（株）,B2,B2,TP-362,25,,1,2,5.38,1.61,4,1.11,1.11,1.1,0.5
821258LA050,"WIRE, TRANSMISSION",1Z,住友電装（株）,0,0,TP342.5,25,,1,2,5.38,1.61,4,1.11,1.11,1.1,0.5
G114434010,"TERMINAL, MOTOR CABLE",1Z,住友電気工業（株）,A1,A1,TP-331,6,TP331ﾌﾀﾅｼ,1,1,2.26,1.39,4,0.89,0.89,1.1,0.5
G114434020,"TERMINAL, MOTOR CABLE",1Z,住友電気工業（株）,A1,A1,TP-331,6,TP331ﾌﾀﾅｼ,1,1,2.26,1.39,4,0.89,0.89,1.1,0.5
G115A34010,"PLATE, MOTOR TERMINAL BUS BAR",1Z,住友電気工業（株）,A1,A1,TP-331,54,TP331ﾌﾀﾅｼ,1,1,2.26,1.39,4,0.89,0.89,1.1,0.5
356340LC020,"PLATE, K-0 CLUTCH",1Z,（株）ダイナックス,A2,A2,TP-332,140,TP-332,1,1,2.21,1.39,2,0.89,0.89,1.1,0.5
356340LC030,"PLATE, K-0 CLUTCH",1Z,（株）ダイナックス,A2,A2,TP-332,140,TP-332,1,1,2.21,1.39,2,0.89,0.89,1.1,0.5
358830LC030,"DISC, K-0 CLUTCH",1Z,（株）ダイナックス,A2,A2,TP-332,200,TP-332,1,1,2.21,1.39,2,0.89,0.89,1.1,0.5
358830LC040,"DISC, K-0 CLUTCH",1Z,（株）ダイナックス,A2,A2,TP-332,240,TP-332,1,1,2.21,1.39,2,0.89,0.89,1.1,0.5
G11340LC010,"PLATE, MOTOR ROTOR END, LH",1Z,太平洋工業（株）,A2,A2,TP-331-5,24,TP331.5ﾌﾀﾅｼ,1,1,2.03,1.37,3,0.87,0.87,1.1,0.5
G11370LC010,"PLATE, MOTOR ROTOR MAGNET END",1Z,太平洋工業（株）,B3,B3,TP-343,24,TP331.5ﾌﾀｱﾘ,1,1,2.03,1.37,3,0.87,0.87,1.1,0.5
G117234010,"ROTOR, MOTOR REVOLUTION SENSOR",1Z,多摩川精機販売（株）,A2,A2,TP-332,100,,1,1,3.05,1.47,4,0.97,0.97,1.1,0.5
G117334010,"SENSOR, MOTOR REVOLUTION",1Z,多摩川精機販売（株）,A2,A2,TP-332,20,TP-332,1,1,3.05,1.47,4,0.97,0.97,1.1,0.5
G117334020,"SENSOR, MOTOR REVOLUTION",1Z,多摩川精機販売（株）,A2,A2,TP-332,20,TP-332,1,1,3.05,1.47,4,0.97,0.97,1.1,0.5
Y021720076,"CAP, SHIPPING",1Z,（株）チューゲン,A2,A2,TP-332,500,,1,1,1,1.5,1,1,1,1,0.5
9052199A309,"RING, HOLE SNAP",1Z,中庸スプリング（株）,A1,A1,TP-331,50,TP331ﾌﾀﾅｼ,1,2,2.34,1.4,2,0.9,0.9,1.1,0.5
9056042A001,SPACER,1Z,中庸スプリング（株）,A1,A1,TP-331,100,TP131ﾌﾀﾅｼ,1,2,2.34,1.4,4,0.9,0.9,1.1,0.5
35246TFG010,"VALVE SUB-ASSY, ACCUMULATOR CHECK",1Z,（株）東郷製作所,A1,A1,TP-131,3000,TP131ﾌﾀﾅｼ,1,8,11.12,1.32,2,0.82,0.82,1.1,0.5
356030LC020,"SPRING SUB-ASSY, CLUTCH RETURN",1Z,（株）東郷製作所,A2,A2,AW-332,63,TP-332,1,8,11.12,1.32,4,0.82,0.82,1.1,0.5
9050106A019,"SPRING, COMPRESSION",1Z,（株）東郷製作所,A1,A1,AW-131,500,TP131ﾌﾀﾅｼ,1,8,11.12,1.32,6,0.82,0.82,1.1,0.5
9050119A022,"SPRING, COMPRESSION",1Z,（株）東郷製作所,A1,A1,AW-131,500,TP331ﾌﾀﾅｼ,1,8,11.12,1.32,6,0.82,0.82,1.1,0.5
9050407A007,"SPRING, COMPRESSION",1Z,（株）東郷製作所,A1,A1,AW-131,1000,TP131ﾌﾀﾅｼ,1,8,11.12,1.32,4,0.82,0.82,1.1,0.5
9050411A003,"SPRING, COMPRESSION",1Z,（株）東郷製作所,A1,A1,AW-131,1000,TP131ﾌﾀﾅｼ,1,8,11.12,1.32,4,0.82,0.82,1.1,0.5
0355141009R,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,2000,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
3040141002R,"RING, O",1Z,ＮＯＫ（株）,0,0,ﾎﾟﾘﾊﾞｺ,2000,TP131ﾌﾀﾅｼ,1,2,3.42,1.03,3,1.03,1.03,1.1,0.5
351680LC030,"GASKET, TRANSMISSION OIL PAN",1Z,ＮＯＫ（株）,B2,B2,ｻﾝﾎﾞﾂｸｽ,24,,1,2,3.65,1.39,4,0.89,0.89,1.1,0.5
351720LC010,"GASKET, TRANSMISSION HOUSING COVER",1Z,ＮＯＫ（株）,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,4,0.89,0.89,1.1,0.5
9030111A013,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,500,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,4,0.89,0.89,1.1,0.5
9030115027,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,1000,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9030132A005,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,500,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9030146A009,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,500,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9030199A223,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,200,TP131,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9030199A224,"RING, O",1Z,ＮＯＫ（株）,A1,A1,TP-131,200,TP131ﾌﾀﾅｼ,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9031132A003,"SEAL, TYPE T OIL",1Z,ＮＯＫ（株）,B2,B2,ｻﾝﾎﾞﾂｸｽ,700,,1,2,3.65,1.39,2,0.89,0.89,1.1,0.5
9031164A006,"SEAL, TYPE T OIL",1Z,ＮＯＫ（株）,B2,B2,ｻﾝﾎﾞﾂｸｽ,240,,1,2,3.65,1.39,3,0.89,0.89,1.1,0.5
0355045013U,"GASKET, TRANSMISSION DRAIN PLUG",1Z,日本発条（株）,A1,A1,TP-131,2000,TP131ﾌﾀﾅｼ,1,1,2.02,1.37,3,0.87,0.87,1.1,0.5
333560LC020,"SPRING, WAVE",1Z,日本発条（株）,A2,A2,TP-332,120,TP-332,1,1,2.02,1.37,2,0.87,0.87,1.1,0.5
352800LA010,"SOLENOID ASSY, LOCK UP CONTROL",1Z,（株）デンソー,B1,B1,1ｺﾞｳﾌﾟﾗｺﾝ,40,TP-341-5,1,4,9.68,1.6,3,1.1,1.1,1.1,0.5
357890LC170,"RACE, THRUST BEARING",1Z,日本精工（株）,A1,A1,TP-131,300,TP131ﾌﾀﾅｼ,1,8,8,1.75,2,1.25,1.25,1.1,0.5
357890LC170,"RACE, THRUST BEARING",1Z,日本精工（株）,A1,A1,TP-131,300,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,2,0.8,0.8,1.1,0.5
357890LC180,"RACE, THRUST BEARING",1Z,日本精工（株）,A1,A1,TP-131,200,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,2,0.8,0.8,1.1,0.5
5040043004E,"PIN, STRAIGHT",1Z,日本精工（株）,A1,A1,TP-131,1000,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,2,0.8,0.8,1.1,0.5
9036006004,"BALL, REVERSE SHIFT RESTRICT",1Z,日本精工（株）,B1,B1,T-10,4000,T-10,1,8,8.96,1.3,3,0.8,0.8,1.1,0.5
9036435A004,"BEARING, NEEDLE ROLLER",1Z,日本精工（株）,A1,A1,TP-131,100,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,4,0.8,0.8,1.1,0.5
9036443A006,"BEARING, NEEDLE ROLLER",1Z,日本精工（株）,A1,A1,TP-131,50,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,3,0.8,0.8,1.1,0.5
9037414A001,"BEARING, THRUST NEEDLE ROLLER W/RACE",1Z,日本精工（株）,B1,B1,T-10,900,,1,8,8.96,1.3,1,0.8,0.8,1.1,0.5
9037460A001,"BEARING, THRUST NEEDLE ROLLER W/RACE",1Z,日本精工（株）,A1,A1,TP-131,80,TP131ﾌﾀﾅｼ,1,8,8.96,1.3,2,0.8,0.8,1.1,0.5
391718LA010,"COVER, MOTOR HOUSING",1Z,広島アルミニウム工業（株）,0,0,Aﾊﾟﾚ,5,Aﾊﾟﾚﾌﾀﾅｼ,1,4,3.12,0.83,3,0.83,0.83,1.1,0.5
356790LC010,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC010,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC020,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC020,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC030,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC030,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC040,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC040,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC050,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC050,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC060,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC060,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC070,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331,1,6,12.6,1.39,3,0.89,0.89,1.1,0.5
356790LC070,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331,1,6,12.6,2.05,3,1.25,1.25,1.1,0.5
356790LC080,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,2,0.89,0.89,1.1,0.5
356790LC080,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,2,1.25,1.25,1.1,0.5
356790LC090,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC090,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC100,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1,0.5
356790LC100,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC110,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC110,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC120,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC120,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC130,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC130,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC140,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC140,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC150,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC150,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC160,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC160,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
356790LC170,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,1.39,1,0.89,0.89,1.1,0.5
356790LC170,"FLANGE, K-0 CLUTCH",1Z,アイシン化工（株）,A1,A1,TP-331,20,TP331ﾌﾀﾅｼ,1,6,12.6,2.05,1,1.25,1.25,1.1,0.5
3539450A010,"MAGNET, OIL CLEANER",1Z,ミズショー（株）,A1,A1,TP-331,2000,TP331ﾌﾀﾅｼ,1,1,2,1.36,2,0.86,0.86,1.1,0.5
9025006027,"PIN, STRAIGHT",1Z,（株）水野鉄工所,A1,A1,TP-131,2000,TP131ﾌﾀﾅｼ,1,1,1.81,1.35,2,0.85,0.85,1.1,0.5
9025010017,"PIN, STRAIGHT",1Z,（株）水野鉄工所,A1,A1,TP-131,700,TP131ﾌﾀﾅｼ,1,1,1.81,1.35,3,0.85,0.85,1.1,0.5
G118034010,"CORE ASSY, MOTOR ROTOR",1Z,（株）三井ハイテック,0,0,ﾊｰﾌAﾊﾟﾚ,24,,1,1,3.49,1.75,1,1.25,1.25,1.1,0.5
1040052103H,"PLUG, W/HEAD STRAIGHT SCREW",1Z,ミヅホ工業（株）,A1,A1,TP-331,1000,TP331ﾌﾀﾅｼ,1,1,1.9,1.35,3,0.85,0.85,1.1,0.5
391710LC010,"COVER, MOTOR HOUSING",1Z,リョービ（株）,B4,B4,Fｺﾝ,5,,1,6,4.56,1.25,16,0.75,0.75,1.1,0.5
356170LC060,"RING, SEAL",1Z,（株）リケン,A1,A1,TP-131,600,TP131ﾌﾀﾅｼ,1,1,1.93,1.36,3,0.86,0.86,1.1,0.5
019120LC030,"CAP, SHIPPING",1Z,日進工業（株）,A2,A2,TP-332,50,TP-332,1,1,0.98,1.26,4,0.76,0.76,1.1,0.5
019120LC050,"CAP, SHIPPING",1Z,日進工業（株）,A1,A1,TP-331,500,TP331ﾌﾀﾅｼ,1,1,0.98,1.26,4,0.76,0.76,1.1,0.5
3040040039Y,"KEY, STRAIGHT",1Z,サンコール（株）,A1,A1,AW-131,2000,AW-131,1,1,2.26,1.39,2,0.89,0.89,1.1,0.5
9052032A001,"RING, SHAFT SNAP",1Z,サンコール（株）,A1,A1,AW-131,1000,TP131ﾌﾀﾅｼ,1,1,2.26,1.39,4,0.89,0.89,1.1,0.5
9052042A002,"RING, SHAFT SNAP",1Z,サンコール（株）,A1,A1,AW-131,500,TP131ﾌﾀﾅｼ,1,1,2.26,1.39,2,0.89,0.89,1.1,0.5
354260LD010,"(CA), K-0 CLUTCH PISTON",1Z,ダイキャスト東和産業（株）,0,0,Bﾊﾟﾚ,150,,1,1,1,1,1,1,1,1,0.5
356680LD010,"(CA), NO.1 CLUTCH BALANCER",1Z,ダイキャスト東和産業（株）,0,0,Bﾊﾟﾚ,500,,1,1,1,1,1,1,1,1,0.5
354710LD010,"(CA), UPR VALVE BODY COVER",1Z,（株）トウチュウ,0,0,Bﾊﾟﾚ,700,,1,1,1,1,1,1,1,1,0.5
321110LC010,"PLATE, DRIVEN",1Z,山崎工業（株）,B2,B2,ｻﾝﾎﾞﾂｸｽ,7,,1,1,1,1,1,1,1,1,0.5
321118LA010,"PLATE, DRIVEN",1Z,山崎工業（株）,#N/A,#N/A,,1,,1,1,1,0,0,0,0,1.2,0.5
356440LF030,"(FO), ROTOR OUTER HUB",1Z,（株）コタニ,A2,A2,TP-332.5,3,,1,1,1,1,1,1,1,1,0.5
356310LC010,"HUB, K-0 CLUTCH",1Z,太平洋工業（株）,B2,B2,TP-342,20,,1,1,1,1,1,1,1,1,0.5
356430LF010,"(FO), ROTOR INNER HUB",1Z,トーカイ（株）,0,0,ｼﾞﾕｼﾊﾟﾚ,150,,1,1,1,1,1,1,1,1,0.5
357110LF040,"(FO), HYBRID MODULE INPUT SHAFT",1Z,トーカイ（株）,0,0,ｼﾞﾕｼﾊﾟﾚ,300,,1,1,1,1,1,1,1,1,0.5
357710LF050,"(FO), HYBRID MODULE OUTPUT SHAFT",1Z,トーカイ（株）,0,0,ｼﾞﾕｼﾊﾟﾚ,200,,1,1,1,1,1,1,1,1,0.5
351710LF010,"(FO), ROTOR COVER",1Z,（株）ゴーシュー,0,0,Bﾊﾟﾚ,150,,1,1,1,1,1,1,1,1,0.5
894290LC020,"SENSOR, TEMPERATURE",1Z,ＴＤＫ（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,500,,1,1,1,1,1,1,1,1,0.5
G112634010,"MAGNET, MOTOR ROTOR",1Z,岡谷鋼機（株）,0,0,ﾀﾞﾝﾎﾞ-ﾙﾊﾞｺ,960,,1,1,1,1,1,1,1,1,0.5
