,品番,変更前）正常1,変更前）正常2,変更前）正常3,変更前）正常4,変更前）異常1,変更前）異常2,変更前）異常3,変更前）異常4,変更前）異常5,変更後）正常1,変更後）正常2,変更後）正常3,変更後）正常4,変更後）異常1,変更後）異常2,変更後）異常3,変更後）異常4,変更後）異常5,差分）正常1,差分）正常2,差分）正常3,差分）正常4,差分）異常1,差分）異常2,差分）異常3,差分）異常4,差分）異常5,品名,変更前）かんばん数,変更後）かんばん数,変更前）社内LT,変更後）社内LT,差分）社内LT,変更前）基準在庫日数（基準在庫枚数込み）,変更前）社内LT-基準在庫日数（基準在庫枚数込み）,変更後）基準在庫日数（基準在庫枚数込み）,変更後）社内LT-基準在庫日数（基準在庫枚数込み）,変更前）計算社内かんばん数,変更前）計算社内かんばん数MAX,変更後）計算社内かんばん数,変更後）計算社内かんばん数MAX,収容数,仕入先名/工場名,A,B,C,整備室,箱種,箱サイズ,箱重量,手配区分,変更前）基準在庫日数,変更後）基準在庫日数,
66,82824ECB020,0,0,1.834862385,12.8440367,21.10091743,11.00917431,22.93577982,12.8440367,17.43119266,0,0,0,1.694915254,9.322033898,9.322033898,14.40677966,29.66101695,35.59322034,0,0,-1.834862385,-11.14912144,-11.77888353,-1.687140414,-8.529000155,16.81698025,18.16202768,"CONNECTOR, WIRING HARNESS",109,118,1.55,1.59,0.04,0.94444612,0.60555388,0.625069213,0.964930787,73.1945,97.3995,69.5415,93.1765,40,矢崎総業（株）,1,1,1.79,1Y,TP331ﾌﾀｱﾘ,0.014,5.7,手配,0.58,0.58,0
81,9020156A001,0,4,16,8,8,12,12,40,0,0,0,5.882352941,5.882352941,5.882352941,5.882352941,11.76470588,17.64705882,47.05882353,0,-4,-10.11764706,-2.117647059,-2.117647059,-6.117647059,-0.235294118,-22.35294118,47.05882353,"WASHER, PLATE",25,20,2.58,2.63,0.05,1.643128039,0.936871961,1.006160039,1.623839961,18.5052,22.7532,16.5025,20.6365,100,（株）ムロコーポレーション,1,1,0.73,1Y,TP131ﾌﾀﾅｼ,0.006,13.86,手配,0.73,0.75,-0.02
45,35771ECE010,0,1.382488479,12.21198157,29.26267281,13.13364055,2.073732719,5.760368664,17.74193548,18.43317972,0,15.20737327,19.8156682,11.52073733,12.90322581,11.29032258,5.299539171,2.534562212,21.42857143,0,13.82488479,7.603686636,-17.74193548,-0.230414747,9.216589862,-0.460829493,-15.20737327,2.995391705,"SHAFT, OUTPUT",434,440,0.82,0.88,0.06,0.733113137,0.086886863,0.814137931,0.065862069,215.8316667,230.9261111,347.8,362.5777778,6,アイシン機工（株）,1,6,4.92,1Y,TP341ﾌﾀﾅｼ,0.017,9.6,手配,0.47,0.78,-0.31
87,9030117A010,0,0,12.5,0,37.5,0,0,50,0,0,0,28.57142857,0,0,0,14.28571429,42.85714286,14.28571429,0,0,16.07142857,0,-37.5,0,14.28571429,-7.142857143,14.28571429,"RING, O",8,7,4.73,6.04,1.31,2.966136073,1.763863927,2.887592786,3.152407214,6.7611,7.4576,6.66876,7.34816,1000,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.8,手配,0.54,0.54,0
54,5040056001E,0,0,9.375,12.5,25,9.375,6.25,9.375,28.125,0,0,5.882352941,8.823529412,11.76470588,2.941176471,35.29411765,8.823529412,26.47058824,0,0,-3.492647059,-3.676470588,-13.23529412,-6.433823529,29.04411765,-0.551470588,-1.654411765,"CLAMP, TUBE",32,34,1.735,1.825,0.09,1.247876823,0.487123177,1.04108807,0.78391193,23.532,30.612,22.981,29.871,300,サトープレス工業（株）,1,1,1.78,1Y,AW131ﾌﾀﾅｼ,0.006,1.545,手配,0.58,0.58,0
38,35505ECB010,0,2.380952381,8.333333333,27.38095238,21.42857143,14.28571429,13.0952381,7.142857143,5.952380952,0,6.896551724,5.747126437,17.24137931,10.34482759,12.64367816,10.34482759,14.94252874,21.83908046,0,4.515599343,-2.586206897,-10.13957307,-11.08374384,-1.642036125,-2.750410509,7.799671593,15.88669951,"LEVER SUB-ASSY, PARKING LOCK",84,87,1.15,1.24,0.09,0.981150729,0.168849271,0.871478409,0.368521591,74.685,83.535,70.76125,79.37375,24,中庸スプリング（株）,1,2,2.34,1Y,TP131ﾌﾀﾅｼ,0.009,2.45,手配,0.81,0.81,0
59,82821ECB020,0,0,0,0,4.166666667,4.166666667,25,29.16666667,37.5,0,0,0,0,0,0,8.333333333,25,66.66666667,0,0,0,0,-4.166666667,-4.166666667,-16.66666667,-4.166666667,29.16666667,"COVER, CONNECTOR",24,24,4.75,4.85,0.1,1.692230602,3.057769398,1.148999893,3.701000107,24.05835,26.47885,21.56245,23.92595,200,石黒ゴム工業（株）,1,2,3.64,1Y,TP131ﾌﾀﾅｼ,0.006,3.01,手配,0.87,0.87,0
72,9010512A018,0,3.503184713,10.82802548,26.43312102,19.42675159,23.24840764,4.140127389,0.318471338,12.10191083,0,0.3125,5.9375,18.4375,31.875,25.625,1.875,0,15.9375,0,-3.190684713,-4.890525478,-7.995621019,12.44824841,2.376592357,-2.265127389,-0.318471338,3.835589172,"BOLT, FLANGE",321,324,0.85,0.95,0.1,0.785269353,0.064730647,0.789132768,0.160867232,182.7876,193.8856,243.4704,254.3024,200,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,手配,0.54,0.74,-0.2
7,2030044001J,0,0,0,50,0,0,50,0,0,0,0,0,0,20,20,0,0,60,0,0,0,-50,20,20,-50,0,60,"SEAL, TYPE T OIL",4,5,4.7,4.82,0.12,3.652512156,1.047487844,1.564640156,3.255359844,5.8674,6.3984,3.79045,4.3072,400,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,1.68,手配,0.54,0.54,0
4,1040043104R,0,0,0,12.5,12.5,25,25,12.5,12.5,0,0,0,12.5,0,25,0,37.5,25,0,0,0,0,-12.5,0,-25,25,12.5,"PIN, STRAIGHT",8,9,3.54,6.11,2.57,2.455576506,1.084423494,2.440095504,3.669904496,10.2615,11.2297,10.0905,11.0359,1000,（株）ギフ加藤製作所,1,2,3.8,1Y,AW131ﾌﾀﾅｼ,0.005,13.4,手配,0.75,0.75,0
15,34989ECB030,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,-100,40,60,LABEL,3,5,6.69,9.38,2.69,3.991446351,2.698553649,2.195149174,7.184850826,6.872,7.84,4.7816,5.727,1000,（株）槌屋,1,1,2.33,1Y,TP131ﾌﾀﾅｼ,0.006,1.5,手配,0.8,0.8,0
88,9030119A010,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,-50,-25,-25,20,80,"RING, O",4,5,4.565,7.26,2.695,3.559428046,1.005571954,1.585747126,5.674252874,6.15172,6.69512,4.0856,4.6176,1000,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.8,手配,0.58,0.58,0
21,35174ECB010,0,3.96039604,29.7029703,11.88118812,16.83168317,0.99009901,0,17.82178218,18.81188119,0,5.825242718,14.5631068,14.5631068,11.65048544,6.796116505,13.59223301,8.737864078,24.27184466,0,1.864846679,-15.1398635,2.681918677,-5.181197731,5.806017495,13.59223301,-9.083918101,5.459963472,"PLATE, OIL RESERVOIR LOCK",101,103,1.07,1.28,0.21,1.012625608,0.057374392,0.921232008,0.358767992,95.394,100.704,90.9145,96.082,20,（株）浅賀井製作所,1,4,6.88,1Y,TP332ﾌﾀﾅｼ,0.022,3.52,手配,0.87,0.87,0
67,82824ECE010,0,12.28070175,14.03508772,12.28070175,8.771929825,10.52631579,3.50877193,0,38.59649123,0,0,3.389830508,8.474576271,5.084745763,6.779661017,8.474576271,10.16949153,57.62711864,0,-12.28070175,-10.64525721,-3.806125483,-3.687184062,-3.746654773,4.965804341,10.16949153,19.03062742,"CONNECTOR, WIRING HARNESS",57,59,1.31,1.57,0.26,1.028348524,0.281651476,0.450517241,1.119482759,24.736,36.81155556,22.28,34.10222222,45,住友電装（株）,1,1,3.25,1Y,TP332,0.024,4.62,手配,0.36,0.36,0
19,35145ECE020,0,0,22.22222222,7.407407407,18.51851852,3.703703704,11.11111111,29.62962963,7.407407407,0,0,3.703703704,14.81481481,7.407407407,7.407407407,14.81481481,7.407407407,44.44444444,0,0,-18.51851852,7.407407407,-11.11111111,3.703703704,3.703703704,-22.22222222,37.03703704,"PLATE, OIL",27,27,1.79,2.06,0.27,1.421885609,0.368114391,0.851149425,1.208850575,20.6605,22.019,18.29,19.62,100,（株）浅賀井製作所,1,4,6.88,1Y,TP331ﾌﾀﾅｼ,0.012,1.2,手配,0.65,0.65,0
0,019128GA010,0,0,0,4.081632653,4.081632653,3.06122449,18.36734694,27.55102041,42.85714286,0,0,0,1.075268817,7.52688172,9.677419355,16.12903226,15.05376344,50.53763441,0,0,0,-3.006363836,3.445249067,6.616194865,-2.238314681,-12.49725697,7.680491551,"CAP, SHIPPING",98,93,3.19,3.51,0.32,1.225557651,1.964442349,1.139749973,2.370250027,106.5974,116.2794,102.1578,111.6118,50,石黒ゴム工業（株）,1,2,3.64,1Y,TP342ﾌﾀﾅｼ,0.033,2.11,手配,1.07,1.07,0
36,35482TFA010,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,100,"CLAMP, TEMPERATURE SENSOR",1,3,6.54,41.8,35.26,7.951280389,-1.411280389,3.22160039,38.57839961,4.40184,4.82664,2.36422,2.77762,1000,サトープレス工業（株）,1,1,1.78,1Y,AW131ﾌﾀﾅｼ,0.006,10.42,手配,0.66,0.66,0
128,G117362010,0,0,0,2.352941176,3.137254902,7.843137255,31.37254902,25.88235294,29.41176471,0,0,0,0.380228137,1.140684411,4.562737643,20.91254753,28.8973384,44.10646388,0,0,0,-1.97271304,-1.996570491,-3.280399612,-10.46000149,3.014985462,14.69469917,"SENSOR, MOTOR REVOLUTION",255,263,2.09,2.48,0.39,1.006000754,1.083999246,0.870281146,1.609718854,231.6027778,285.3916667,224.2194444,276.7416667,18,多摩川精機販売（株）,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,手配,0.85,0.85,0
135,G9201ECE010,0,0,0.613496933,7.36196319,5.214723926,4.90797546,16.25766871,37.42331288,28.2208589,0,0,1.524390244,7.62195122,2.743902439,6.097560976,15.54878049,20.12195122,46.34146341,0,0,0.910893311,0.259988029,-2.470821487,1.189585515,-0.708888224,-17.30136166,18.12060452,"COVER SUB-ASSY, INVERTER",326,328,1.85,2.265,0.415,0.784154541,1.065845459,0.892186991,1.372813009,227.1525,261.115,287.95,321.2,8,佐藤工業（株）,1,2,1.82,1Y,ｻﾝﾎﾞｯｸｽ＃20Bﾌﾀﾅｼ,0.027,7.806,手配,0.66,0.86,-0.2
55,82125ECB010,0,0,15,0,10,20,20,15,20,0,0,9.523809524,9.523809524,4.761904762,4.761904762,0,9.523809524,61.9047619,0,0,-5.476190476,9.523809524,-5.238095238,-15.23809524,-20,-5.476190476,41.9047619,"WIRE, TRANSMISSION",20,21,2.655,3.15,0.495,1.533128039,1.121871961,0.836160039,2.313839961,15.3192,19.5672,12.9886,17.1226,100,矢崎総業（株）,1,1,1.79,1Y,TP332ﾌﾀｱﾘ,0.024,9.3,手配,0.58,0.58,0
58,82821ECB010,0,0,0,0,0,7.692307692,38.46153846,23.07692308,30.76923077,0,0,0,0,8.333333333,0,0,33.33333333,58.33333333,0,0,0,0,8.333333333,-7.692307692,-38.46153846,10.25641026,27.56410256,"COVER, CONNECTOR",13,12,4.75,5.25,0.5,2.314461205,2.435538795,1.387999785,3.862000215,13.045075,14.255325,10.808525,11.990275,400,石黒ゴム工業（株）,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.01,手配,0.83,0.83,0
98,9034118A024,0,8.333333333,0,33.33333333,0,8.333333333,0,8.333333333,41.66666667,0,0,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692,46.15384615,15.38461538,0,-8.333333333,7.692307692,-25.64102564,7.692307692,-0.641025641,7.692307692,37.82051282,-26.28205128,"PLUG, W/HEAD STRAIGHT SCREW",12,14,3.61,4.15,0.54,1.843771218,1.766228782,1.726896552,2.423103448,10.0642,10.51703333,9.916,10.35933333,200,（株）青山製作所,1,6,5.76,1Y,TP131ﾌﾀﾅｼ,0.006,6.27,手配,0.52,0.52,0
62,82821ECE010,0,0,0,0,0,0,0,18.18181818,81.81818182,0,0,0,0,0,0,0,7.547169811,92.45283019,0,0,0,0,0,0,0,-10.63464837,10.63464837,"COVER, CONNECTOR",55,53,5.19,5.86,0.67,1.345965881,3.844034119,1.170584347,4.689415653,61.1438,66.5778,57.924,63.244,50,石黒ゴム工業（株）,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.1,手配,1.07,1.07,0
33,35441ECB010,0,1,9,16,9,19,12,2,32,0,4.04040404,3.03030303,1.01010101,3.03030303,2.02020202,20.2020202,22.22222222,44.44444444,0,3.04040404,-5.96969697,-14.98989899,-5.96969697,-16.97979798,8.202020202,20.22222222,12.44444444,"STRAINER, OIL",100,99,1.425,2.11,0.685,1.009335345,0.415664655,0.832249168,1.277750832,70.57229167,90.743125,68.98104167,88.676875,48,（株）ニフコ,1,1,2.14,1Y,TP331ﾌﾀﾅｼ,0.012,0.75,手配,0.67,0.67,0
25,35195ECE010,0,0,14.28571429,14.28571429,14.28571429,21.42857143,7.142857143,14.28571429,14.28571429,0,0,14.28571429,0,0,14.28571429,28.57142857,28.57142857,14.28571429,0,0,0,-14.28571429,-14.28571429,-7.142857143,21.42857143,14.28571429,0,"CLAMP, TUBE",14,14,2.525,3.27,0.745,1.923771218,0.601228782,1.826896552,1.443103448,11.4227,14.1397,11.246,13.906,400,三共鋼業（株）,1,1,1.74,1Y,TP131ﾌﾀﾅｼ,0.006,3.44,手配,0.62,0.62,0
35,3548255A010,0,12.5,0,12.5,0,0,25,25,25,0,0,0,0,12.5,0,0,12.5,75,0,-12.5,0,-12.5,12.5,0,-25,-12.5,50,"CLAMP, TEMPERATURE SENSOR",8,8,4.505,5.285,0.78,2.475656827,2.029343173,1.173448276,4.111551724,8.1623,9.973633333,6.054,7.827333333,300,サトープレス工業（株）,1,1,1.78,1Y,AW131ﾌﾀﾅｼ,0.006,4.74,手配,0.57,0.57,0
37,35501ECB010,0,4.545454545,9.090909091,4.545454545,18.18181818,4.545454545,13.63636364,18.18181818,27.27272727,0,0,13.63636364,9.090909091,9.090909091,0,4.545454545,9.090909091,54.54545455,0,-4.545454545,4.545454545,4.545454545,-9.090909091,-4.545454545,-9.090909091,-9.090909091,27.27272727,"ROD SUB-ASSY, PARKING LOCK",22,22,2.35,3.13,0.78,1.493128039,0.856871961,0.856160039,2.273839961,15.744,19.992,13.402,17.536,100,大橋鉄工（株）,1,1,1.38,1Y,TP331ﾌﾀﾅｼ,0.011,5.837,手配,0.6,0.6,0
96,9034118060,0,0,0,0,0,0,20,80,0,0,0,0,0,0,12.5,0,0,87.5,0,0,0,0,0,12.5,-20,-80,87.5,"PLUG, W/HEAD STRAIGHT SCREW",5,8,6.61,7.435,0.825,2.595656827,4.014343173,1.343448276,6.091551724,9.701933333,11.51326667,7.561333333,9.334666667,300,住友商事（株）鉄鋼部輸送機材,1,1,3,1Y,TP331ﾌﾀﾅｼ,0.012,13.56,手配,0.74,0.74,0
130,G1174ECE010,0,0,0,1.960784314,0,1.960784314,21.56862745,35.29411765,39.21568627,0,0,0,0,0,1.886792453,20.75471698,22.64150943,54.71698113,0,0,0,-1.960784314,0,-0.073991861,-0.81391047,-12.65260821,15.50129486,"WIRE, MOTOR REVOLUTION SENSOR",51,53,2.87,3.71,0.84,1.145942805,1.724057195,0.970574713,2.739425287,50.2758,61.1438,47.284,57.924,50,住友電装（株）,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,5.9,手配,0.87,0.87,0
2,01912ECB040,0,2.083333333,6.25,7.291666667,10.41666667,8.333333333,28.125,14.58333333,22.91666667,0,0,0,0,1.075268817,2.150537634,9.677419355,10.75268817,76.34408602,0,-2.083333333,-6.25,-7.291666667,-9.341397849,-6.182795699,-18.44758065,-3.830645161,53.42741935,"CAP, SHIPPING",96,93,1.41,2.39,0.98,0.825557651,0.584442349,0.319749973,2.070250027,27.205,46.569,24.635,43.543,50,愛産樹脂工業（株）,1,1,2.12,1Y,TP342ﾌﾀﾅｼ,0.033,3.44,手配,0.25,0.25,0
18,35145ECE010,0,0,16,24,12,4,8,16,20,0,0,0,0,7.407407407,11.11111111,7.407407407,18.51851852,55.55555556,0,0,-16,-24,-4.592592593,7.111111111,-0.592592593,2.518518519,35.55555556,"PLATE, OIL",25,27,1.66,2.74,1.08,1.371885609,0.288114391,0.851149425,1.888850575,20.6605,26.0945,18.29,23.61,100,三共鋼業（株）,1,1,1.74,1Y,TP131ﾌﾀﾅｼ,0.006,3.61,手配,0.65,0.65,0
75,9014908A008,0,5.555555556,22.22222222,11.11111111,0,5.555555556,22.22222222,11.11111111,22.22222222,0,0,0,35.29411765,0,11.76470588,11.76470588,17.64705882,23.52941176,0,-5.555555556,-22.22222222,24.18300654,0,6.209150327,-10.45751634,6.535947712,1.307189542,SCREW,18,17,2.57,1.25,-1.32,1.569640803,1.000359197,0.820461423,0.429538577,12.43995,13.045075,10.21765,10.808525,800,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,10.59,手配,0.52,0.52,0
133,G1250ECE010,0,10.25641026,46.15384615,15.38461538,5.128205128,2.564102564,0,7.692307692,12.82051282,0,0,2.272727273,2.272727273,13.63636364,11.36363636,15.90909091,6.818181818,47.72727273,0,-10.25641026,-43.88111888,-13.11188811,8.508158508,8.7995338,15.90909091,-0.874125874,34.90675991,"PIPE ASSY, MOTOR COOLING, NO.1",39,44,1.04,2.485,1.445,1.471131365,-0.431131365,1.000689655,1.484310345,42.84933333,47.37766667,40.01333333,44.44666667,60,（株）バルカー,1,2,6.2,1Y,TP332ﾌﾀﾅｼ,0.022,1.64,手配,0.88,0.88,0
134,G9201ECB030,0,0,2.788844622,13.54581673,29.48207171,22.70916335,21.11553785,0,10.35856574,0,0,1.185770751,4.347826087,9.486166008,1.976284585,7.509881423,24.11067194,51.38339921,0,0,-1.603073871,-9.197990646,-19.99590571,-20.73287876,-13.60565643,24.11067194,41.02483347,"COVER SUB-ASSY, INVERTER",253,253,1.02,2.59,1.57,0.797056408,0.222943592,0.820990606,1.769009394,156.9175,183.455,203.5325,229.37,8,佐藤工業（株）,1,2,1.82,1Y,T-20-3ﾌﾀﾅｼ,0.027,7.806,手配,0.58,0.78,-0.2
20,35165ECE010,0,0,0,23.07692308,7.692307692,0,15.38461538,23.07692308,30.76923077,0,0,7.692307692,7.692307692,0,7.692307692,0,7.692307692,69.23076923,0,0,7.692307692,-15.38461538,-7.692307692,7.692307692,-15.38461538,-15.38461538,38.46153846,"PLATE, TRANSMISSION CASE",13,13,3.99,5.71,1.72,1.873771218,2.116228782,1.032298851,4.677701149,11.55855,14.27555,9.379,12.039,200,（株）松尾製作所,1,1,1.21,1Y,TP131ﾌﾀﾅｼ,0.006,1.53,手配,0.63,0.63,0
132,G1250ECC010,0,13.33333333,6.666666667,20,6.666666667,13.33333333,6.666666667,13.33333333,20,0,0,0,7.692307692,0,0,15.38461538,15.38461538,61.53846154,0,-13.33333333,-6.666666667,-12.30769231,-6.666666667,-13.33333333,8.717948718,2.051282051,41.53846154,"PIPE ASSY, MOTOR COOLING, NO.1",15,13,2.87,5.06,2.19,2.111064247,0.758935753,1.267727273,3.792272727,17.1955,18.82716667,12.31,13.61,60,（株）バルカー,1,2,6.2,1Y,TP332ﾌﾀﾅｼ,0.022,2.036,手配,0.87,0.87,0
3,01912ECB060,0,0,0,0,0,33.33333333,66.66666667,0,0,0,0,0,0,20,0,0,0,80,0,0,0,0,20,-33.33333333,-66.66666667,0,80,"CAP, SHIPPING",3,5,5.57,7.77,2.2,3.632512156,1.937487844,2.048602098,5.721397902,7.1418,8.2038,5.03065,6.06415,400,新光ゴム工業（株）,1,1,3.25,1Y,TP331ﾌﾀﾅｼ,0.012,2.04,手配,0.78,0.78,0
24,3519510A010,0,25,25,0,0,50,0,0,0,0,0,0,0,25,0,0,0,75,0,-25,-25,0,25,-50,0,0,75,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",4,4,5.23,14.04,8.81,5.088768233,0.141231767,2.166960234,11.87303977,5.2302,5.5842,3.17035,3.51485,600,中庸スプリング（株）,1,2,2.34,1Y,AW131ﾌﾀﾅｼ,0.006,3.7,手配,0.63,0.63,0
30,35352ECB010,0,0,33.33333333,0,33.33333333,0,33.33333333,0,0,0,0,0,0,0,0,0,0,100,0,0,-33.33333333,0,-33.33333333,0,-33.33333333,0,100,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",3,4,4.86,18.395,13.535,4.434165316,0.425834684,1.931046597,16.4639534,5.697142857,6.54,3.624761905,4.445,504,五興商事（株）,1,1,1.97,1Y,TP331ﾌﾀｱﾘ,0.014,9.96,手配,0.64,0.64,0
6,1040183011P,0,0,0,16.66666667,16.66666667,16.66666667,33.33333333,16.66666667,0,0,0,0,0,58.33333333,25,0,0,16.66666667,0,0,0,-16.66666667,41.66666667,8.333333333,-33.33333333,-16.66666667,16.66666667,"BOLT, FLANGE",12,12,2.9,1.19,-1.71,1.928675167,0.971324833,0.966985482,0.223014518,9.87852,10.30312,7.69708,8.11048,500,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.38,手配,0.54,0.54,0
95,9034114A004,0,0,20,0,20,40,20,0,0,0,0,25,0,0,25,0,0,50,0,0,5,0,-20,-15,-20,0,50,"PLUG, W/HEAD STRAIGHT SCREW",5,4,5.93,4.75,-1.18,4.305640194,1.624359806,1.780800195,2.969199805,5.124,5.2656,3.067,3.2048,500,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,11.33,手配,0.5,0.5,0
70,9010508A014,0,0,0.913242009,5.936073059,19.8630137,22.83105023,19.6347032,11.41552511,19.40639269,0,0,0.285714286,2,8.285714286,29.42857143,40.28571429,2.857142857,16.85714286,0,0,-0.627527723,-3.936073059,-11.57729941,6.5975212,20.65101109,-8.558382257,-2.549249837,"BOLT, FLANGE",438,355,1.18,0.94,-0.24,0.781132515,0.398867485,0.584710658,0.355289342,200.6616,212.8629333,196.0446,207.9609333,500,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,手配,0.54,0.54,0
10,3040052001B,0,2.564102564,25.64102564,20.51282051,17.94871795,2.564102564,10.25641026,12.82051282,7.692307692,0,10.52631579,18.42105263,21.05263158,13.15789474,0,7.894736842,5.263157895,23.68421053,0,7.962213225,-7.219973009,0.539811066,-4.790823212,-2.564102564,-2.361673414,-7.557354926,15.99190283,"PLUG, W/HEAD STRAIGHT SCREW",39,39,1.09,0.89,-0.2,1.080856272,0.009143728,0.890623117,-0.000623117,25.96424,27.43630667,25.43072,26.86858667,500,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,11.97,手配,0.52,0.52,0
118,9093003179,0,0,0,10,0,10,20,10,50,0,0,10,0,0,0,0,0,90,0,0,10,-10,0,-10,-20,-10,40,"PLUG, BREATHER",10,10,6.205,6.19,-0.015,2.295576506,3.909423494,1.197499732,4.992500268,7.841,8.163733333,5.727,6.042133333,500,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.18,手配,0.5,0.5,0
119,9094906A012,3.448275862,10.34482759,6.896551724,13.79310345,17.24137931,10.34482759,17.24137931,10.34482759,10.34482759,0,6.666666667,6.666666667,3.333333333,20,6.666666667,13.33333333,16.66666667,26.66666667,-3.448275862,-3.67816092,-0.229885057,-10.45977011,2.75862069,-3.67816092,-3.908045977,6.32183908,16.32183908,"CLAMP, WIRING",30,30,1.52,1.675,0.155,1.262693526,0.257306474,1.081327677,0.593672323,22.64346,25.97286,22.17264,25.42224,500,中庸スプリング（株）,1,2,2.34,1Y,AW131ﾌﾀﾅｼ,0.006,1.85,手配,0.59,0.59,0
14,34989ECB020,0,0,0,18.18181818,9.090909091,9.090909091,0,45.45454545,18.18181818,0,0,0,0,0,20,0,10,70,0,0,0,-18.18181818,-9.090909091,10.90909091,0,-35.45454545,51.81818182,LABEL,11,10,5.84,8.08,2.24,2.435723176,3.404276824,1.507574587,6.572425413,10.8408,12.7768,8.65774,10.54854,500,（株）槌屋,1,1,2.33,1Y,TP131ﾌﾀﾅｼ,0.006,1,手配,0.81,0.81,0
117,9052409A003,0,33.33333333,0,0,33.33333333,33.33333333,0,0,0,0,0,0,0,0,0,0,50,50,0,-33.33333333,0,0,-33.33333333,-33.33333333,0,50,50,"SPRING, RETAINER",3,4,4.8,11.145,6.345,4.345640194,0.454359806,2.060800195,9.084199805,6.31344,6.41964,4.22452,4.32787,500,（株）東郷製作所,1,8,11.12,1Y,TP331ﾌﾀﾅｼ,0.012,2.65,手配,0.78,0.78,0
13,34989ECB010,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-100,0,0,0,100,LABEL,1,3,7.28,13.73,6.45,7.254348078,0.025651922,2.897475149,10.83252485,4.8549,5.3129,3.08494,3.59974,500,（株）槌屋,1,1,2.33,1Y,TP131ﾌﾀﾅｼ,0.006,1,手配,0.81,0.81,0
16,34989ECE020,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,100,LABEL,1,2,6.28,33.835,27.555,7.022963515,-0.742963515,3.053567326,30.78143267,5.05,5.55,2.90076,3.36436,500,（株）槌屋,1,1,2.33,1Y,TP131ﾌﾀﾅｼ,0.006,1,手配,0.82,0.82,0
