,KOTEI_ID,WORK_ID,JISEKI_DT,JISEKI_DT2,TYOKU
1424,02,03,2024-02-02 17:44:41.097,2024-02-02 17:44:50.127,0
1427,02,04,2024-02-02 21:18:08.593,2024-02-03 01:47:27.850,0
1431,02,05,2024-02-03 01:47:28.470,2024-02-03 02:11:35.360,0
1433,02,06,2024-02-03 05:04:00.553,2024-02-03 05:38:01.440,0
1437,02,01,2024-02-05 09:14:59.123,2024-02-05 09:46:07.127,0
1439,02,02,2024-02-05 13:55:40.610,2024-02-05 17:06:18.043,0
1441,02,03,2024-02-05 17:06:18.213,2024-02-05 17:44:14.167,0
1442,02,04,2024-02-05 21:16:50.120,2024-02-05 21:49:18.847,0
1444,02,05,2024-02-06 01:54:03.230,2024-02-06 02:37:27.503,0
1445,02,06,2024-02-06 05:06:22.603,2024-02-06 05:51:20.863,0
1448,02,01,2024-02-06 09:15:24.433,2024-02-06 09:47:12.060,0
1449,02,0K,2024-02-06 13:10:05.107,2024-02-06 13:56:53.217,0
1451,02,02,2024-02-06 13:56:53.663,2024-02-06 14:33:22.763,0
1453,02,03,2024-02-06 17:06:08.930,2024-02-06 17:43:38.490,0
1454,02,04,2024-02-06 21:15:10.413,2024-02-06 21:48:12.520,0
1456,02,05,2024-02-07 01:49:54.583,2024-02-07 02:35:29.817,0
1457,02,06,2024-02-07 05:05:33.997,2024-02-07 05:52:08.347,0
1460,02,01,2024-02-07 09:11:47.587,2024-02-07 09:43:37.817,0
1462,02,02,2024-02-07 13:50:37.860,2024-02-07 14:25:07.267,0
1464,02,03,2024-02-07 17:05:17.590,2024-02-07 17:37:59.873,0
1465,02,04,2024-02-07 21:14:31.107,2024-02-07 21:47:41.143,0
1467,02,05,2024-02-08 01:49:00.830,2024-02-08 02:35:00.013,0
1468,02,06,2024-02-08 05:53:45.713,2024-02-08 05:53:55.407,0
1471,02,01,2024-02-08 09:15:59.093,2024-02-08 09:42:32.160,0
1474,02,02,2024-02-08 14:01:01.833,2024-02-08 14:38:51.027,0
1476,02,03,2024-02-08 17:04:18.347,2024-02-08 17:35:11.833,0
1477,02,04,2024-02-08 21:16:53.387,2024-02-08 21:49:54.940,0
1479,02,05,2024-02-09 01:49:09.917,2024-02-09 02:37:35.593,0
1482,02,01,2024-02-09 09:12:01.437,2024-02-09 09:44:29.153,0
1484,02,02,2024-02-09 13:52:29.653,2024-02-09 14:32:48.477,0
1486,02,03,2024-02-09 17:05:45.827,2024-02-09 17:34:36.297,0
1487,02,04,2024-02-09 21:16:17.657,2024-02-09 21:49:09.860,0
1489,02,05,2024-02-10 01:52:24.220,2024-02-10 02:36:42.123,0
1490,02,06,2024-02-10 05:14:36.023,2024-02-10 05:51:30.350,0
1493,02,01,2024-02-12 09:56:34.000,2024-02-12 09:56:43.717,0
1495,02,02,2024-02-12 13:51:50.223,2024-02-12 14:37:49.700,0
1497,02,03,2024-02-12 17:05:23.957,2024-02-12 17:37:30.667,0
1498,02,04,2024-02-12 21:12:50.737,2024-02-13 01:44:42.960,0
1500,02,05,2024-02-13 01:44:43.370,2024-02-13 02:14:52.330,0
1501,02,06,2024-02-13 05:07:41.747,2024-02-13 05:39:17.077,0
1504,02,01,2024-02-13 09:16:28.563,2024-02-13 09:50:29.590,0
1507,02,03,2024-02-13 17:09:03.447,2024-02-13 17:47:59.357,0
1508,02,04,2024-02-13 21:12:11.243,2024-02-13 21:39:36.767,0
1510,02,05,2024-02-14 01:44:23.220,2024-02-14 02:14:42.183,0
1511,02,06,2024-02-14 05:01:43.580,2024-02-14 05:35:27.723,0
1514,02,01,2024-02-14 09:15:00.023,2024-02-14 09:49:27.710,0
1516,02,02,2024-02-14 13:49:21.490,2024-02-14 14:36:13.227,0
1518,02,03,2024-02-14 17:05:59.467,2024-02-14 17:46:18.077,0
1519,02,04,2024-02-14 21:12:03.290,2024-02-14 21:39:38.830,0
1521,02,05,2024-02-15 01:45:46.623,2024-02-15 02:13:55.790,0
1522,02,06,2024-02-15 05:03:48.287,2024-02-15 05:43:16.787,0
1525,02,01,2024-02-15 09:15:29.280,2024-02-15 09:54:38.193,0
1527,02,02,2024-02-15 13:52:35.907,2024-02-15 14:35:38.860,0
1529,02,03,2024-02-15 17:05:23.937,2024-02-15 17:44:36.617,0
1530,02,04,2024-02-15 21:12:25.907,2024-02-15 21:40:26.120,0
1532,02,05,2024-02-16 01:48:47.717,2024-02-16 02:15:19.537,0
1533,02,06,2024-02-16 05:01:56.883,2024-02-16 05:32:46.690,0
1536,02,01,2024-02-16 09:15:38.363,2024-02-16 09:49:31.653,0
1539,02,03,2024-02-16 17:04:11.443,2024-02-16 17:41:36.657,0
1540,02,04,2024-02-16 21:13:21.187,2024-02-16 21:40:01.523,0
1542,02,05,2024-02-17 01:46:14.983,2024-02-17 02:19:06.803,0
1543,02,06,2024-02-17 05:03:03.150,2024-02-17 05:36:51.283,0
1546,02,01,2024-02-19 09:12:55.257,2024-02-19 09:46:21.893,0
1547,02,0K,2024-02-19 13:22:56.463,2024-02-19 13:53:32.227,0
1549,02,02,2024-02-19 13:53:33.237,2024-02-19 14:30:26.757,0
1551,02,03,2024-02-19 17:03:24.557,2024-02-19 17:39:16.830,0
1552,02,04,2024-02-19 21:15:30.240,2024-02-19 21:49:35.210,0
1554,02,05,2024-02-20 01:49:28.847,2024-02-20 02:35:51.727,0
1555,02,06,2024-02-20 05:47:23.827,2024-02-20 05:47:39.127,0
1558,02,01,2024-02-20 09:13:53.730,2024-02-20 09:46:02.777,0
1560,02,02,2024-02-20 13:57:09.293,2024-02-20 14:39:12.630,0
1562,02,03,2024-02-20 17:04:22.717,2024-02-20 17:35:07.803,0
1563,02,04,2024-02-20 21:17:51.027,2024-02-20 21:48:27.297,0
1565,02,05,2024-02-21 01:51:48.697,2024-02-21 02:37:24.963,0
1566,02,06,2024-02-21 05:06:44.667,2024-02-21 05:45:30.447,0
1569,02,01,2024-02-21 09:13:34.077,2024-02-21 09:50:18.377,0
1571,02,02,2024-02-21 13:55:28.730,2024-02-21 14:32:52.030,0
1573,02,03,2024-02-21 17:05:19.243,2024-02-21 21:16:06.227,0
1574,02,04,2024-02-21 21:16:06.750,2024-02-21 21:46:52.663,0
1576,02,05,2024-02-22 01:49:43.007,2024-02-22 02:34:32.113,0
1577,02,06,2024-02-22 05:05:49.133,2024-02-22 05:48:14.220,0
1580,02,01,2024-02-22 09:14:08.470,2024-02-22 09:43:45.847,0
1582,02,02,2024-02-22 13:52:28.930,2024-02-22 14:37:40.247,0
1584,02,03,2024-02-22 17:03:27.917,2024-02-22 17:34:29.680,0
1586,02,05,2024-02-23 01:48:54.737,2024-02-23 02:35:12.893,0
1587,02,06,2024-02-23 05:05:13.800,2024-02-23 05:47:02.940,0
1590,02,01,2024-02-23 09:13:46.577,2024-02-23 09:52:30.557,0
1592,02,02,2024-02-23 13:57:57.783,2024-02-23 14:28:59.497,0
1594,02,03,2024-02-23 17:04:54.063,2024-02-23 17:36:18.747,0
1595,02,04,2024-02-23 21:47:59.880,2024-02-23 21:48:09.223,0
1597,02,05,2024-02-24 01:54:37.823,2024-02-24 02:36:01.307,0
1598,02,06,2024-02-24 05:06:42.107,2024-02-24 05:45:44.083,0
1600,02,02,2024-02-26 13:55:42.590,2024-02-26 14:42:33.447,0
1602,02,03,2024-02-26 17:05:22.263,2024-02-26 17:43:56.343,0
1603,02,04,2024-02-26 21:23:01.530,2024-02-27 01:47:00.600,0
1605,02,05,2024-02-27 01:47:01.327,2024-02-27 02:23:06.377,0
1606,02,06,2024-02-27 05:03:39.343,2024-02-27 05:39:01.610,0
1609,02,01,2024-02-27 09:15:25.007,2024-02-27 09:49:44.530,0
1611,02,02,2024-02-27 13:52:58.743,2024-02-27 14:37:54.100,0
1613,02,03,2024-02-27 17:04:51.210,2024-02-27 17:41:00.383,0
1614,02,04,2024-02-27 21:15:39.537,2024-02-27 21:45:46.797,0
1616,02,05,2024-02-28 01:46:35.947,2024-02-28 02:17:49.277,0
1617,02,06,2024-02-28 05:02:13.207,2024-02-28 05:44:46.863,0
1620,02,01,2024-02-28 09:15:05.070,2024-02-28 09:52:35.473,0
1622,02,02,2024-02-28 13:52:40.610,2024-02-28 14:36:22.990,0
1624,02,03,2024-02-28 17:07:45.510,2024-02-28 17:50:34.147,0
1625,02,04,2024-02-28 21:15:28.767,2024-02-28 21:43:44.910,0
1627,02,05,2024-02-29 01:48:42.660,2024-02-29 02:23:55.137,0
1628,02,06,2024-02-29 05:05:07.900,2024-02-29 05:44:24.730,0
1631,02,01,2024-02-29 09:15:01.990,2024-02-29 09:48:46.833,0
1633,02,02,2024-02-29 13:51:25.803,2024-02-29 14:36:55.417,0
1635,02,04,2024-02-29 21:22:17.520,2024-03-01 01:44:38.607,0
1637,02,05,2024-03-01 01:44:39.070,2024-03-01 02:20:23.333,0
1638,02,06,2024-03-01 05:04:39.503,2024-03-01 05:42:21.983,0
1641,02,01,2024-03-01 09:15:16.463,2024-03-01 09:49:15.397,0
1643,02,02,2024-03-01 13:50:19.200,2024-03-01 14:36:26.273,0
1645,02,03,2024-03-01 17:09:33.037,2024-03-01 17:33:41.073,0
1646,02,04,2024-03-01 21:26:27.100,2024-03-02 01:50:58.667,0
1648,02,05,2024-03-02 01:50:59.743,2024-03-02 02:21:18.840,0
1649,02,06,2024-03-02 05:05:10.457,2024-03-02 05:40:09.660,0
1653,02,01,2024-03-04 09:17:21.090,2024-03-04 09:49:42.657,0
1656,02,02,2024-03-04 13:54:24.357,2024-03-04 14:37:53.583,0
1658,02,03,2024-03-04 17:06:32.530,2024-03-04 17:37:59.437,0
1659,02,04,2024-03-04 21:15:03.250,2024-03-04 21:50:32.397,0
1661,02,05,2024-03-05 01:49:52.100,2024-03-05 02:33:46.383,0
1662,02,06,2024-03-05 05:05:25.133,2024-03-05 05:46:49.433,0
1666,02,01,2024-03-05 09:18:24.253,2024-03-05 09:45:44.163,0
1669,02,02,2024-03-05 13:54:50.933,2024-03-05 17:03:25.450,0
1671,02,03,2024-03-05 17:03:25.713,2024-03-05 17:42:54.220,0
1672,02,04,2024-03-05 21:15:09.590,2024-03-05 21:50:55.133,0
1674,02,05,2024-03-06 01:54:29.133,2024-03-06 02:32:28.557,0
1675,02,06,2024-03-06 05:05:01.990,2024-03-06 05:46:53.930,0
1679,02,01,2024-03-06 09:17:08.947,2024-03-06 09:51:23.227,0
1682,02,02,2024-03-06 13:56:16.047,2024-03-06 14:33:53.677,0
1684,02,03,2024-03-06 17:03:33.603,2024-03-06 17:40:37.240,0
1685,02,04,2024-03-06 21:15:58.347,2024-03-06 21:52:46.097,0
1687,02,05,2024-03-07 01:49:21.060,2024-03-07 02:31:22.487,0
1688,02,06,2024-03-07 05:05:31.027,2024-03-07 05:48:02.227,0
1692,02,01,2024-03-07 09:12:42.293,2024-03-07 09:44:20.200,0
1695,02,02,2024-03-07 13:55:21.923,2024-03-07 14:35:21.180,0
1697,02,03,2024-03-07 17:39:26.900,2024-03-07 17:39:36.140,0
1698,02,04,2024-03-07 21:15:27.850,2024-03-07 21:50:30.127,0
1700,02,05,2024-03-08 01:52:27.353,2024-03-08 02:33:33.527,0
1701,02,06,2024-03-08 05:48:47.080,2024-03-08 05:48:56.990,0
1705,02,01,2024-03-08 09:15:37.013,2024-03-08 09:49:08.067,0
1708,02,02,2024-03-08 13:53:40.680,2024-03-08 14:31:10.567,0
1710,02,03,2024-03-08 17:04:58.397,2024-03-08 17:41:33.243,0
1711,02,04,2024-03-08 21:17:29.903,2024-03-08 21:50:50.963,0
1713,02,05,2024-03-09 01:52:03.400,2024-03-09 02:34:12.390,0
1714,02,06,2024-03-09 05:04:49.617,2024-03-09 05:46:09.360,0
1717,02,01,2024-03-11 09:17:03.670,2024-03-11 09:47:13.210,0
1719,02,02,2024-03-11 13:47:33.973,2024-03-11 14:30:27.723,0
1720,02,05,2024-03-11 14:48:02.490,2024-03-11 17:45:15.193,0
1722,02,04,2024-03-11 21:12:44.357,2024-03-12 01:48:03.387,0
1725,02,05,2024-03-12 01:48:04.513,2024-03-12 02:25:22.443,0
1726,02,06,2024-03-12 05:03:18.933,2024-03-12 05:47:02.477,0
1729,02,01,2024-03-12 09:15:36.723,2024-03-12 09:52:31.343,0
1731,02,03,2024-03-12 17:13:05.710,2024-03-12 17:42:47.760,0
1733,02,04,2024-03-12 21:11:28.853,2024-03-12 21:36:12.763,0
1736,02,05,2024-03-13 01:45:00.647,2024-03-13 02:25:40.937,0
1737,02,06,2024-03-13 05:05:24.887,2024-03-13 05:44:33.923,0
1740,02,01,2024-03-13 09:16:30.990,2024-03-13 09:47:07.037,0
1742,02,02,2024-03-13 13:50:20.983,2024-03-13 14:33:40.907,0
1744,02,03,2024-03-13 17:04:46.807,2024-03-13 17:49:08.647,0
1746,02,04,2024-03-13 21:13:27.717,2024-03-14 01:48:05.843,0
1749,02,05,2024-03-14 01:48:06.680,2024-03-14 02:22:49.490,0
1750,02,06,2024-03-14 05:04:56.927,2024-03-14 05:46:36.193,0
1753,02,01,2024-03-14 09:15:34.610,2024-03-14 09:51:08.003,0
1755,02,02,2024-03-14 13:52:21.837,2024-03-14 14:36:15.850,0
1757,02,03,2024-03-14 17:42:52.623,2024-03-14 17:43:08.663,0
1759,02,04,2024-03-14 21:17:13.220,2024-03-14 21:44:01.403,0
1762,02,05,2024-03-15 01:46:54.070,2024-03-15 02:25:47.033,0
1763,02,06,2024-03-15 05:05:52.053,2024-03-15 05:42:33.033,0
1766,02,01,2024-03-15 09:14:54.893,2024-03-15 09:47:03.010,0
1768,02,02,2024-03-15 13:51:19.460,2024-03-15 14:34:40.803,0
1770,02,03,2024-03-15 17:10:10.280,2024-03-15 17:43:52.983,0
1772,02,04,2024-03-15 21:13:43.330,2024-03-15 21:43:13.913,0
1775,02,05,2024-03-16 01:47:13.970,2024-03-16 02:20:31.367,0
1776,02,06,2024-03-16 05:07:06.867,2024-03-16 05:40:30.670,0
1778,02,01,2024-03-18 09:14:48.090,2024-03-18 09:50:27.187,0
1779,02,02,2024-03-18 13:53:31.543,2024-03-18 14:34:52.250,0
1781,02,03,2024-03-18 17:03:39.847,2024-03-18 17:37:12.817,0
1783,02,04,2024-03-18 21:14:49.980,2024-03-18 21:50:50.707,0
1786,02,05,2024-03-19 01:48:31.713,2024-03-19 02:30:19.737,0
1787,02,06,2024-03-19 05:06:25.207,2024-03-19 05:42:38.620,0
1790,02,01,2024-03-19 09:18:29.157,2024-03-19 09:43:55.627,0
1792,02,02,2024-03-19 13:53:22.747,2024-03-19 17:05:03.650,0
1794,02,03,2024-03-19 17:05:04.773,2024-03-19 17:41:58.947,0
1796,02,04,2024-03-19 21:14:58.203,2024-03-19 21:50:20.497,0
1799,02,05,2024-03-20 01:52:02.213,2024-03-20 02:35:04.363,0
1800,02,06,2024-03-20 05:47:25.750,2024-03-20 05:47:29.953,0
1803,02,01,2024-03-20 09:15:01.000,2024-03-20 09:52:37.300,0
1805,02,02,2024-03-20 13:52:22.860,2024-03-20 14:27:53.643,0
1807,02,03,2024-03-20 17:05:13.670,2024-03-20 17:43:56.277,0
1809,02,04,2024-03-20 21:15:06.400,2024-03-20 21:50:51.013,0
1812,02,05,2024-03-21 01:50:51.663,2024-03-21 02:36:39.197,0
1813,02,06,2024-03-21 05:04:33.257,2024-03-21 05:46:58.637,0
1816,02,01,2024-03-21 09:16:48.420,2024-03-21 09:52:10.920,0
1818,02,02,2024-03-21 13:53:32.523,2024-03-21 14:34:27.423,0
1820,02,03,2024-03-21 17:04:38.917,2024-03-21 17:43:59.110,0
1822,02,04,2024-03-21 21:16:19.473,2024-03-21 21:51:12.390,0
1825,02,05,2024-03-22 01:53:14.410,2024-03-22 02:30:43.087,0
1826,02,06,2024-03-22 05:03:53.093,2024-03-22 05:45:29.720,0
1829,02,01,2024-03-22 09:15:12.570,2024-03-22 09:57:37.190,0
1831,02,02,2024-03-22 13:52:22.827,2024-03-22 14:33:31.020,0
1833,02,03,2024-03-22 17:05:02.677,2024-03-22 17:38:21.067,0
1835,02,04,2024-03-22 21:15:09.977,2024-03-22 21:49:42.387,0
1838,02,05,2024-03-23 01:49:03.237,2024-03-23 02:34:17.633,0
1839,02,06,2024-03-23 05:05:16.987,2024-03-23 05:50:52.317,0
1842,02,01,2024-03-25 09:17:40.063,2024-03-25 09:50:52.883,0
1846,02,04,2024-03-25 21:22:27.630,2024-03-25 21:48:02.597,0
1849,02,05,2024-03-26 01:47:44.767,2024-03-26 02:20:57.547,0
1850,02,06,2024-03-26 05:05:59.160,2024-03-26 09:15:42.587,0
1853,02,01,2024-03-26 09:15:43.413,2024-03-26 09:49:52.503,0
1854,02,02,2024-03-26 13:57:04.107,2024-03-26 14:41:34.190,0
1857,02,04,2024-03-26 21:16:28.437,2024-03-26 21:45:24.320,0
1860,02,05,2024-03-27 01:46:48.667,2024-03-27 02:25:04.330,0
1861,02,06,2024-03-27 05:06:03.757,2024-03-27 05:43:30.437,0
1864,02,01,2024-03-27 09:14:08.390,2024-03-27 09:50:18.207,0
1866,02,02,2024-03-27 13:56:48.963,2024-03-27 14:38:08.380,0
1868,02,03,2024-03-27 17:05:54.253,2024-03-27 17:46:54.770,0
1870,02,04,2024-03-27 21:16:49.513,2024-03-27 21:45:15.013,0
1873,02,05,2024-03-28 01:48:12.703,2024-03-28 02:30:06.387,0
1874,02,06,2024-03-28 05:05:15.897,2024-03-28 05:41:27.497,0
1877,02,01,2024-03-28 09:16:49.817,2024-03-28 09:51:05.350,0
1881,02,04,2024-03-28 21:20:14.857,2024-03-29 01:50:06.093,0
1884,02,05,2024-03-29 01:50:06.400,2024-03-29 02:18:33.637,0
1885,02,06,2024-03-29 05:03:22.303,2024-03-29 05:41:07.050,0
1888,02,01,2024-03-29 09:15:46.677,2024-03-29 09:48:49.613,0
1896,02,01,2024-04-01 09:17:27.427,2024-04-01 09:51:30.490,0
1899,02,03,2024-04-01 17:05:29.483,2024-04-01 17:37:51.053,0
1901,02,04,2024-04-01 21:15:56.037,2024-04-01 21:56:11.523,0
1904,02,05,2024-04-02 01:52:04.330,2024-04-02 02:32:42.497,0
1905,02,06,2024-04-02 05:05:09.837,2024-04-02 05:50:22.040,0
1908,02,01,2024-04-02 09:16:47.127,2024-04-02 09:48:41.937,0
1910,02,02,2024-04-02 13:58:17.157,2024-04-02 17:06:25.303,0
1912,02,03,2024-04-02 17:06:25.570,2024-04-02 17:41:10.477,0
1914,02,04,2024-04-02 21:17:44.097,2024-04-02 21:50:08.360,0
1917,02,05,2024-04-03 01:48:25.913,2024-04-03 02:31:48.047,0
1920,02,01,2024-04-03 09:16:42.063,2024-04-03 09:50:48.417,0
1922,02,02,2024-04-03 13:57:43.440,2024-04-03 14:29:18.240,0
1924,02,03,2024-04-03 17:05:35.157,2024-04-03 17:40:00.083,0
1926,02,04,2024-04-03 21:16:27.913,2024-04-03 21:50:31.803,0
1929,02,05,2024-04-04 01:49:58.737,2024-04-04 02:30:49.460,0
1930,02,06,2024-04-04 05:05:38.780,2024-04-04 05:45:22.727,0
