,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注〜印刷LT,発注〜検収LT,発注〜順立装置入庫LT,発注〜順立装置出庫LT,発注〜回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,回収かんばん数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収〜回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX
0,01912ECB040    ,2023,36,30.5,85.0,84.0,愛産樹脂工業（株）,17.9,0.25,4.37,4.38,6.26,6.5,0.67,0.8363524453809471,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,93,4.12,0.009999999999999787,1.88,0.2400000000000002,2.13,0.0,3.17910447761194,2.546773207591704,13.631284916201116,1.605154605833772
1,01912ECB040    ,2023,37,26.0,92.0,81.0,愛産樹脂工業（株）,17.9,0.26,4.4,4.38,5.365,5.7,0.67,0.8363524453809471,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,90,4.140000000000001,-0.020000000000000462,0.9850000000000003,0.33499999999999996,1.2999999999999998,0.0,1.9402985074626862,1.554368624351744,11.620111731843574,1.5303018844349163
2,01912ECB040    ,2023,38,27.0,83.0,79.0,愛産樹脂工業（株）,17.9,0.25,4.42,4.37,5.93,6.2,0.67,0.8363524453809471,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,87,4.17,-0.04999999999999982,1.5599999999999996,0.27000000000000046,1.7800000000000002,0.0,2.656716417910448,2.1282893471893116,12.06703910614525,1.5484280235676322
3,01912ECB060    ,2023,36,3.0,4.0,5.0,新光ゴム工業（株）,0.42,0.12,5.41,5.37,11.64,13.135000000000002,0.78,3.982134756504337,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,4,5.29,-0.040000000000000036,6.2700000000000005,1.495000000000001,7.725000000000001,0.0,9.903846153846155,1.9399142601545931,57.14285714285714,0.05238449219471067
4,01912ECB060    ,2023,37,2.0,5.0,4.0,新光ゴム工業（株）,0.84,0.12,5.4,5.36,8.03,9.41,0.78,3.982134756504337,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,5,5.28,-0.040000000000000036,2.669999999999999,1.3800000000000008,4.01,0.0,5.1410256410256405,1.006997564170863,19.047619047619047,0.10362898848237813
5,01912ECB060    ,2023,38,1.0,5.0,3.0,新光ゴム工業（株）,0.96,0.12,5.41,5.36,6.99,8.72,0.78,3.982134756504337,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,5,5.29,-0.04999999999999982,1.63,1.7300000000000004,3.3100000000000005,0.0,4.2435897435897445,0.8312124532183435,8.333333333333334,0.11599133931333126
6,1040043104R    ,2023,36,4.0,8.0,8.0,（株）ギフ加藤製作所,1.676,0.22,2.05,2.53,6.76,7.78,0.9,2.563524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,7,1.8299999999999998,0.48,4.23,1.0200000000000005,5.73,0.12,6.366666666666667,2.235203955821469,24.188866670966906,0.16291951772969238
7,1040043104R    ,2023,37,3.0,10.0,8.0,（株）ギフ加藤製作所,1.79,0.17,3.98,4.41,6.2,7.77,0.9,2.563524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,7,3.81,0.43000000000000016,1.79,1.5699999999999994,3.7899999999999996,0.12,4.21111111111111,1.4784333320354914,16.98626000301978,0.17267088082938267
8,1040043104R    ,2023,38,4.0,8.0,8.0,（株）ギフ加藤製作所,1.852,0.185,2.035,2.475,6.27,8.055,0.9,2.563524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,6,1.85,0.43999999999999995,3.7949999999999995,1.7850000000000001,6.02,0.12,6.688888888888888,2.34832946143896,21.890140680637437,0.17944133978080817
9,33490ECB010    ,2023,36,54.0,435.0,464.0,マレリ（株）,90.0,0.32,2.31,2.61,4.94,5.13,1.02,1.0520213475650433,3,TP341ﾌﾀﾅｼ,1,6,4.92,514,1.99,0.2999999999999998,2.3300000000000005,0.1899999999999995,2.82,0.23,2.764705882352941,2.680553970246928,6.081081081081081,2.1109350237717908
10,33490ECB010    ,2023,37,39.0,444.0,436.0,マレリ（株）,84.0,0.15,4.07,4.25,4.9,5.03,1.02,1.0520213475650433,3,TP341ﾌﾀﾅｼ,1,6,4.92,486,3.9200000000000004,0.17999999999999972,0.6500000000000004,0.1299999999999999,0.96,0.23,0.9411764705882353,0.9125290111478903,4.705598455598455,1.7026405171469268
11,33490ECB010    ,2023,38,46.0,410.0,432.0,マレリ（株）,96.0,0.15,2.32,2.61,4.93,5.0649999999999995,1.02,1.0520213475650433,3,TP341ﾌﾀﾅｼ,1,6,4.92,470,2.17,0.29000000000000004,2.32,0.1349999999999998,2.7449999999999997,0.23,2.691176470588235,2.6092626412509987,4.856418918918919,1.792923640098495
12,33490ECE010    ,2023,36,98.0,605.0,620.0,マレリ（株）,133.75,0.32,2.31,2.64,5.115,5.27,1.02,1.042772559066325,3,TP341ﾌﾀﾅｼ,1,6,4.92,680,1.99,0.33000000000000007,2.475,0.15499999999999936,2.9599999999999995,0.23,2.901960784313725,2.8385863957240267,7.426117706491538,2.691916893039184
13,33490ECE010    ,2023,37,74.5,592.0,588.0,マレリ（株）,138.25,0.15,4.07,4.38,5.02,5.21,1.02,1.042772559066325,3,TP341ﾌﾀﾅｼ,1,6,4.92,647,3.9200000000000004,0.3099999999999996,0.6399999999999997,0.1900000000000004,1.1399999999999997,0.23,1.117647058823529,1.093239355109929,5.461609891989638,2.103582279965304
14,33490ECE010    ,2023,38,92.0,546.0,574.0,マレリ（株）,127.75,0.15,2.32,2.59,5.14,5.3,1.02,1.042772559066325,3,TP341ﾌﾀﾅｼ,1,6,4.92,625,2.17,0.27,2.55,0.16000000000000014,2.98,0.23,2.9215686274509802,2.8577660335329735,7.298884011212778,2.630220901880674
15,34989ECB010    ,2023,37,2.0,2.0,2.0,（株）槌屋,0.34199999999999997,0.255,3.4749999999999996,3.87,14.32,17.295,0.88,8.24196319018405,3,ＴＰ３４１フタナシ,1,6,4.92,2,3.2199999999999998,0.39500000000000046,10.45,2.9750000000000014,13.820000000000002,0.0,15.704545454545457,1.6767849699279462,59.26979611190138,0.033701865415589075
16,34989ECB010    ,2023,38,2.0,2.0,2.0,（株）槌屋,0.496,0.27,4.5,4.85,13.64,15.78,0.88,8.24196319018405,3,ＴＰ３４１フタナシ,1,6,4.92,3,4.23,0.34999999999999964,8.790000000000001,2.139999999999999,11.28,0.0,12.818181818181817,1.368605966771869,40.86748038360942,0.04881031322739743
17,34989ECB020    ,2023,36,7.0,6.0,9.0,（株）槌屋,1.79,0.26,3.4749999999999996,3.9050000000000002,8.745000000000001,9.405000000000001,0.88,2.543524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,6,3.215,0.4300000000000006,4.840000000000001,0.6600000000000001,5.9300000000000015,0.0,6.738636363636365,2.331410649942272,39.63460667371282,0.17490188001450224
18,34989ECB020    ,2023,37,6.0,8.0,9.0,（株）槌屋,1.79,0.26,2.54,2.95,8.91,9.34,0.88,2.543524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,9,2.2800000000000002,0.41000000000000014,5.96,0.4299999999999997,6.8,0.0,7.727272727272727,2.6734557200012556,33.97252000603956,0.17461985739025307
19,34989ECB020    ,2023,38,6.0,7.0,9.0,（株）槌屋,1.79,0.27,4.5,4.8,8.71,10.18,0.88,2.543524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,9,4.23,0.2999999999999998,3.910000000000001,1.4699999999999989,5.68,0.0,6.454545454545454,2.233121836706931,33.97252000603956,0.17461985739025307
20,34989ECB030    ,2023,36,4.0,3.0,4.0,（株）槌屋,0.0,0.26,4.49,4.86,7.97,9.76,0.88,4.207048907618941,3,TP341ﾌﾀﾅｼ,1,6,4.92,3,4.23,0.3700000000000001,3.1099999999999994,1.79,5.27,0.0,5.988636363636363,1.2526595520332697,inf,0.0
21,34989ECB030    ,2023,37,4.0,4.0,4.0,（株）槌屋,0.895,0.26,4.5,4.85,11.31,13.0,0.88,4.207048907618941,3,TP341ﾌﾀﾅｼ,1,6,4.92,3,4.24,0.34999999999999964,6.460000000000001,1.6899999999999995,8.5,0.0,9.659090909090908,2.0204186323117255,45.296693341386074,0.08793023437786217
22,34989ECB030    ,2023,38,3.0,2.0,4.0,（株）槌屋,0.895,0.27,4.5,4.8,8.92,11.52,0.88,4.207048907618941,3,TP341ﾌﾀﾅｼ,1,6,4.92,5,4.23,0.2999999999999998,4.12,2.5999999999999996,7.02,0.0,7.977272727272727,1.6686280939798015,33.97252000603956,0.08780546911397824
23,34989ECC010    ,2023,38,2.0,1.0,1.0,（株）槌屋,0.28800000000000003,2.26,4.49,4.89,20.73,26.02,0.88,9.651929824561403,3,TP341ﾌﾀﾅｼ,1,6,4.92,1,2.2300000000000004,0.39999999999999947,15.84,5.289999999999999,21.53,0.0,24.465909090909093,2.2306419950559837,70.38288288288287,0.028390829281288468
24,34989ECE010    ,2023,38,2.0,1.0,1.0,（株）槌屋,0.336,0.26,2.48,2.95,13.45,20.9,0.88,9.575652173913042,3,TP341ﾌﾀﾅｼ,1,6,4.92,1,2.2199999999999998,0.4700000000000002,10.5,7.449999999999999,18.419999999999998,0.0,20.93181818181818,1.9236287686160554,60.32818532818533,0.03311204261210497
25,34989ECE020    ,2023,37,2.0,3.0,2.0,（株）槌屋,0.434,0.25,4.49,4.85,8.44,13.89,0.88,7.437377049180328,3,TP341ﾌﾀﾅｼ,1,6,4.92,3,4.24,0.35999999999999943,3.59,5.450000000000001,9.4,0.0,10.681818181818182,1.2638864397813436,46.705691866982185,0.04273529366763282
26,34989ECE020    ,2023,38,2.0,2.0,2.0,（株）槌屋,0.0,0.27,4.51,4.8,11.01,13.96,0.88,7.437377049180328,3,TP341ﾌﾀﾅｼ,1,6,4.92,1,4.24,0.29000000000000004,6.21,2.950000000000001,9.450000000000001,0.0,10.738636363636365,1.2706092399929467,inf,0.0
27,34989ECE030    ,2023,38,2.0,2.0,1.0,（株）槌屋,0.0,0.25,4.47,4.86,17.75,27.94,0.88,12.813174224343676,3,TP341ﾌﾀﾅｼ,1,6,4.92,1,4.22,0.39000000000000057,12.89,10.190000000000001,23.470000000000002,0.0,26.670454545454547,1.8317084891743285,inf,0.0
28,35145ECB010    ,2023,36,7.0,18.0,19.0,三共鋼業（株）,3.48,0.1,1.87,2.17,5.025,5.83,0.82,1.6205336891260838,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,20,1.77,0.2999999999999998,2.8550000000000004,0.8049999999999997,3.96,0.0,4.829268292682927,2.4436394174165774,16.091954022988507,0.40849782805259893
29,35145ECB010    ,2023,37,7.0,21.0,17.0,三共鋼業（株）,3.36,0.1,3.82,3.91,5.3,5.7,0.82,1.6205336891260838,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,17,3.7199999999999998,0.0900000000000003,1.3899999999999997,0.40000000000000036,1.8800000000000003,0.0,2.292682926829269,1.1601116426119107,16.666666666666664,0.3960470730235366
30,35145ECB010    ,2023,38,7.0,20.0,20.0,三共鋼業（株）,3.84,0.11,1.87,2.29,5.98,6.2,0.82,1.6205336891260838,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,19,1.76,0.41999999999999993,3.6900000000000004,0.21999999999999975,4.33,0.0,5.2804878048780495,2.6719592619731767,14.583333333333334,0.44485870440198283
31,35145ECE010    ,2023,36,7.0,24.0,23.0,三共鋼業（株）,5.35,0.1,1.86,2.22,5.13,5.78,0.82,1.3893139766581268,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,27,1.76,0.3600000000000001,2.9099999999999997,0.6500000000000004,3.92,0.0,4.780487804878049,2.8215364315481923,10.467289719626168,0.5798402923200192
32,35145ECE010    ,2023,37,7.0,26.0,23.0,三共鋼業（株）,5.47,0.1,1.87,2.23,5.01,5.57,0.82,1.3893139766581268,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,21,1.77,0.3599999999999999,2.78,0.5600000000000005,3.7,0.0,4.51219512195122,2.6631848971245695,10.23765996343693,0.5892920600089848
33,35145ECE010    ,2023,38,6.0,24.0,22.0,三共鋼業（株）,4.945,0.10500000000000001,1.87,2.29,5.38,6.09,0.82,1.3893139766581268,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,24,1.7650000000000001,0.41999999999999993,3.09,0.71,4.22,0.0,5.146341463414634,3.03747034212586,9.706774519716886,0.5361798756078954
34,35145ECE020    ,2023,36,6.0,23.0,25.0,（株）浅賀井製作所,5.35,0.56,1.84,2.17,4.43,4.61,0.87,1.4393139766581269,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,27,1.28,0.32999999999999985,2.26,0.1800000000000006,2.7700000000000005,0.13,3.183908045977012,1.924527966046386,8.97196261682243,0.5672706066349454
35,35145ECE020    ,2023,37,5.0,24.0,23.0,（株）浅賀井製作所,5.53,0.56,1.85,2.17,4.41,5.0,0.87,1.4393139766581269,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,25,1.29,0.31999999999999984,2.24,0.5899999999999999,3.15,0.13,3.6206896551724137,2.1885426328686335,7.233273056057865,0.5622859271728895
36,35145ECE020    ,2023,38,5.0,22.0,22.0,（株）浅賀井製作所,5.11,0.29,1.83,2.15,4.81,5.24,0.87,1.4393139766581269,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,25,1.54,0.31999999999999984,2.6599999999999997,0.4300000000000006,3.41,0.13,3.9195402298850577,2.3691842470101716,7.8277886497064575,0.5341430286599617
37,35174ECB010    ,2023,36,16.0,88.0,93.0,（株）浅賀井製作所,18.0,0.53,1.84,2.0,4.29,4.5,0.87,1.0301067378252171,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,103,1.31,0.15999999999999992,2.29,0.20999999999999996,2.66,0.13,3.057471264367816,2.5822566752799303,7.111111111111111,1.2788632326820604
38,35174ECB010    ,2023,37,14.0,83.0,90.0,（株）浅賀井製作所,16.8,0.56,1.85,2.0,4.04,4.29,0.87,1.0301067378252171,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,99,1.29,0.1499999999999999,2.04,0.25,2.44,0.13,2.8045977011494254,2.3686865743169285,6.666666666666666,1.1958997722095672
39,35174ECB010    ,2023,38,13.0,81.0,86.0,（株）浅賀井製作所,19.2,0.52,1.8250000000000002,2.08,4.140000000000001,4.455,0.87,1.0301067378252171,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,94,1.3050000000000002,0.2549999999999999,2.0600000000000005,0.3149999999999995,2.63,0.13,3.022988505747126,2.5531334796940666,5.416666666666666,1.1631374888159858
40,35174ECE010    ,2023,36,15.5,54.0,60.0,（株）浅賀井製作所,13.375,0.29,1.835,2.0,5.095000000000001,5.555,0.87,1.0977255906632508,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,66,1.545,0.16500000000000004,3.0950000000000006,0.4599999999999991,3.7199999999999998,0.13,4.275862068965517,3.388825068524055,9.271028037383177,1.1668586806441117
41,35174ECE010    ,2023,37,15.0,55.0,57.0,（株）浅賀井製作所,13.825,0.56,1.85,2.0,4.61,5.03,0.87,1.0977255906632508,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,63,1.29,0.1499999999999999,2.6100000000000003,0.41999999999999993,3.18,0.13,3.6551724137931036,2.8968988488995957,8.679927667269439,1.1693692912628237
42,35174ECE010    ,2023,38,15.0,51.0,56.0,（株）浅賀井製作所,12.775,0.53,1.83,2.14,4.47,4.91,0.87,1.0977255906632508,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,61,1.3,0.31000000000000005,2.3299999999999996,0.4400000000000004,3.08,0.13,3.5402298850574714,2.805801400820992,9.393346379647749,1.134142917543815
43,35174ECE020    ,2023,36,9.0,25.0,28.0,（株）浅賀井製作所,5.761111111111111,0.41000000000000003,1.83,1.9849999999999999,5.640000000000001,5.75,0.87,1.3823825789923143,3,ＴＰ３４１フタナシ,1,6,4.92,30,1.42,0.1549999999999998,3.6550000000000007,0.10999999999999943,3.92,0.13,4.505747126436781,2.8356838834423668,15.833094425187,0.5268908965589741
44,35174ECE020    ,2023,37,8.0,26.0,26.0,（株）浅賀井製作所,6.144444444444446,0.56,1.85,2.0,4.67,5.6,0.87,1.3823825789923143,3,ＴＰ３４１フタナシ,1,6,4.92,29,1.29,0.1499999999999999,2.67,0.9299999999999997,3.7499999999999996,0.13,4.310344827586206,2.712707796660427,13.195835980646104,0.5506936845820338
45,35174ECE020    ,2023,38,8.0,27.0,25.0,（株）浅賀井製作所,5.677777777777778,0.29,1.8450000000000002,2.145,5.07,5.404999999999999,0.87,1.3823825789923143,3,ＴＰ３４１フタナシ,1,6,4.92,28,1.5550000000000002,0.2999999999999998,2.9250000000000003,0.3349999999999991,3.559999999999999,0.13,4.091954022988505,2.575263934962965,14.28042523932935,0.5157759611675884
46,35195ECE010    ,2023,36,7.0,12.0,12.0,三共鋼業（株）,2.675,0.1,2.86,3.08,5.9399999999999995,6.42,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,14,2.76,0.2200000000000002,2.8599999999999994,0.4800000000000004,3.56,0.0,4.341463414634147,1.8175988931294385,20.934579439252335,0.3220303822122284
47,35195ECE010    ,2023,37,8.0,13.0,12.0,三共鋼業（株）,2.735,0.1,1.87,2.185,6.72,6.845000000000001,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,10,1.77,0.31499999999999995,4.535,0.1250000000000009,4.9750000000000005,0.0,6.0670731707317085,2.540043396999707,23.40036563071298,0.33029372781192823
48,35195ECE010    ,2023,38,6.0,13.0,11.0,三共鋼業（株）,2.39,0.10500000000000001,3.835,3.93,7.215,7.8149999999999995,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,3.73,0.0950000000000002,3.2849999999999997,0.5999999999999996,3.9799999999999995,0.0,4.853658536585366,2.0320347175997653,20.0836820083682,0.2884520804455438
49,35195TFG010    ,2023,36,6.0,11.0,12.0,三共鋼業（株）,2.675,0.1,3.85,4.055,6.96,7.575,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,3.75,0.20499999999999963,2.9050000000000002,0.6150000000000002,3.725,0.0,4.5426829268292686,1.901841538457067,17.94392523364486,0.32006102097970085
50,35195TFG010    ,2023,37,5.5,13.0,12.0,三共鋼業（株）,2.75,0.1,2.8449999999999998,3.075,5.205,6.27,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,2.7449999999999997,0.23000000000000043,2.13,1.0649999999999995,3.425,0.0,4.176829268292683,1.7486730924068332,16.0,0.32689450222882616
51,35195TFG010    ,2023,38,5.0,13.0,11.0,三共鋼業（株）,2.39,0.1,1.87,2.29,5.85,6.54,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,11,1.77,0.41999999999999993,3.5599999999999996,0.6900000000000004,4.67,0.0,5.695121951219512,2.384322143515303,16.736401673640167,0.28647710592437053
52,35198ECE010    ,2023,36,6.0,12.0,12.0,サトープレス工業（株）,2.51,0.12,1.95,2.44,6.69,6.81,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,13,1.83,0.49,4.25,0.11999999999999922,4.859999999999999,0.0,5.926829268292683,2.4813288260137836,19.12350597609562,0.3018639195045583
53,35198ECE010    ,2023,37,6.0,13.0,12.0,サトープレス工業（株）,2.75,0.12,1.96,2.2,5.045,5.225,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,1.8399999999999999,0.2400000000000002,2.8449999999999998,0.17999999999999972,3.2649999999999997,0.0,3.9817073170731705,1.6669832545133754,17.454545454545453,0.32823573293547187
54,35198ECE010    ,2023,38,6.0,13.0,11.0,サトープレス工業（株）,2.555,0.12,3.94,4.11,6.73,7.01,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,13,3.82,0.17000000000000037,2.62,0.27999999999999936,3.07,0.0,3.7439024390243905,1.5674237645807234,18.786692759295498,0.30685525754598963
55,35300ECB010    ,2023,36,121.5,323.0,352.0,アイシン精機（株）,74.58333333333333,0.21,1.18,1.7,4.97,5.2,0.91,0.9499245868914272,3,サンボックス＃２０Ｂフタナシ,1,2,1.82,392,0.97,0.52,3.2699999999999996,0.23000000000000043,4.0200000000000005,0.14,4.417582417582418,4.2319148861650335,11.553548080351835,2.311011499003076
56,35300ECB010    ,2023,37,134.0,328.0,339.0,アイシン精機（株）,74.58333333333333,0.18,1.18,1.68,5.16,5.33,0.91,0.9499245868914272,3,サンボックス＃２０Ｂフタナシ,1,2,1.82,377,1.0,0.5,3.4800000000000004,0.16999999999999993,4.15,0.14,4.560439560439561,4.368767855120619,12.742184714132888,2.4924196011781605
57,35300ECB010    ,2023,38,126.5,270.0,331.0,アイシン精機（株）,74.58333333333333,0.2,1.18,1.53,5.335,5.53,0.91,0.9499245868914272,3,サンボックス＃２０Ｂフタナシ,1,2,1.82,358,0.98,0.3500000000000001,3.8049999999999997,0.19500000000000028,4.3500000000000005,0.14,4.780219780219781,4.579310884283059,12.029002733864257,2.3845502527050977
58,35312ECB010    ,2023,36,6.0,30.0,29.0,（株）旭工業所,5.7142857142857135,0.67,2.03,2.5,4.95,5.39,0.83,1.3343362241494328,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,33,1.3599999999999999,0.4700000000000002,2.45,0.4399999999999995,3.36,0.0,4.048192771084337,2.518105960993316,8.4,0.5932203389830508
59,35312ECB010    ,2023,37,5.0,30.0,27.0,（株）旭工業所,5.333333333333333,0.67,2.02,2.28,4.575,5.29,0.83,1.3343362241494328,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,32,1.35,0.2599999999999998,2.2950000000000004,0.7149999999999999,3.27,0.0,3.9397590361445785,2.450656694180995,7.5,0.5494505494505494
60,35312ECB010    ,2023,38,5.0,31.0,27.0,（株）旭工業所,6.095238095238094,0.68,2.03,2.2649999999999997,4.635,4.955,0.83,1.3343362241494328,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,30,1.3499999999999996,0.23499999999999988,2.37,0.3200000000000003,2.9250000000000003,0.0,3.524096385542169,2.1921011714004317,6.5625,0.5958714620131943
