,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注〜印刷LT,発注〜検収LT,発注〜順立装置入庫LT,発注〜順立装置出庫LT,発注〜回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,回収かんばん数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収〜回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程
59,1040043104R    ,2023,37,3.0,10.0,8.0,（株）ギフ加藤製作所,1.79,0.17,3.98,4.41,6.2,7.77,0.9,2.563524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,7,3.81,0.43000000000000016,1.79,1.5699999999999994,3.79,0.12,4.2111111111111095,1.4784333320354914,16.98626000301978,0.17267088082938267,93.505,462.0,2.MGケース
60,33490ECB010    ,2023,37,39.0,444.0,436.0,マレリ（株）,84.0,0.15,4.07,4.25,4.9,5.03,1.02,1.0520213475650433,3,TP341ﾌﾀﾅｼ,1,6,4.92,486,3.92,0.17999999999999972,0.6500000000000004,0.1299999999999999,0.96,0.23,0.9411764705882352,0.9125290111478904,4.705598455598455,1.7026405171469268,93.505,462.0,7.ファイナル前半
61,33490ECE010    ,2023,37,74.5,592.0,588.0,マレリ（株）,138.25,0.15,4.07,4.38,5.02,5.21,1.02,1.042772559066325,3,TP341ﾌﾀﾅｼ,1,6,4.92,647,3.92,0.3099999999999996,0.6399999999999997,0.1900000000000004,1.1399999999999997,0.23,1.117647058823529,1.093239355109929,5.461609891989638,2.1035822799653037,93.505,462.0,7.ファイナル前半
62,34989ECB010    ,2023,37,2.0,2.0,2.0,（株）槌屋,0.342,0.255,3.475,3.87,14.32,17.295,0.88,8.24196319018405,3,ＴＰ３４１フタナシ,1,6,4.92,2,3.22,0.3950000000000005,10.45,2.9750000000000014,13.820000000000002,0.0,15.704545454545455,1.6767849699279462,59.26979611190138,0.033701865415589075,93.505,462.0,7.ファイナル前半
63,34989ECB020    ,2023,37,6.0,8.0,9.0,（株）槌屋,1.79,0.26,2.54,2.95,8.91,9.34,0.88,2.543524453809471,3,TP341ﾌﾀﾅｼ,1,6,4.92,9,2.28,0.41000000000000014,5.96,0.4299999999999997,6.8,0.0,7.7272727272727275,2.673455720001256,33.97252000603956,0.17461985739025307,93.505,462.0,8.ファイナル後半
64,34989ECB030    ,2023,37,4.0,4.0,4.0,（株）槌屋,0.895,0.26,4.5,4.85,11.31,13.0,0.88,4.207048907618941,3,TP341ﾌﾀﾅｼ,1,6,4.92,3,4.24,0.34999999999999964,6.460000000000001,1.6899999999999995,8.5,0.0,9.659090909090908,2.020418632311725,45.29669334138608,0.08793023437786217,93.505,462.0,8.ファイナル後半
65,34989ECE020    ,2023,37,2.0,3.0,2.0,（株）槌屋,0.434,0.25,4.49,4.85,8.44,13.89,0.88,7.437377049180328,3,TP341ﾌﾀﾅｼ,1,6,4.92,3,4.24,0.35999999999999943,3.59,5.450000000000001,9.4,0.0,10.681818181818182,1.2638864397813436,46.705691866982185,0.04273529366763282,93.505,462.0,7.ファイナル前半
66,35145ECB010    ,2023,37,7.0,21.0,17.0,三共鋼業（株）,3.36,0.1,3.82,3.91,5.3,5.7,0.82,1.6205336891260838,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,17,3.72,0.0900000000000003,1.3899999999999997,0.4000000000000004,1.8800000000000003,0.0,2.292682926829269,1.160111642611911,16.666666666666664,0.3960470730235366,93.505,462.0,2.MGケース
67,35145ECE010    ,2023,37,7.0,26.0,23.0,三共鋼業（株）,5.47,0.1,1.87,2.23,5.01,5.57,0.82,1.3893139766581268,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,21,1.77,0.3599999999999999,2.78,0.5600000000000005,3.7,0.0,4.512195121951219,2.6631848971245686,10.237659963436931,0.5892920600089848,93.505,462.0,2.MGケース
68,35145ECE020    ,2023,37,5.0,24.0,23.0,（株）浅賀井製作所,5.53,0.56,1.85,2.17,4.41,5.0,0.87,1.4393139766581269,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,25,1.29,0.31999999999999984,2.24,0.5899999999999999,3.15,0.13,3.6206896551724137,2.188542632868633,7.2332730560578655,0.5622859271728895,93.505,462.0,2.MGケース
69,35174ECB010    ,2023,37,14.0,83.0,90.0,（株）浅賀井製作所,16.8,0.56,1.85,2.0,4.04,4.29,0.87,1.0301067378252171,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,99,1.29,0.1499999999999999,2.04,0.25,2.44,0.13,2.8045977011494254,2.3686865743169285,6.666666666666666,1.1958997722095672,93.505,462.0,2.MGケース
70,35174ECE010    ,2023,37,15.0,55.0,57.0,（株）浅賀井製作所,13.825,0.56,1.85,2.0,4.61,5.03,0.87,1.0977255906632508,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,63,1.29,0.1499999999999999,2.6100000000000003,0.4199999999999999,3.18,0.13,3.655172413793104,2.896898848899596,8.679927667269439,1.1693692912628235,93.505,462.0,2.MGケース
71,35174ECE020    ,2023,37,8.0,26.0,26.0,（株）浅賀井製作所,6.144444444444448,0.56,1.85,2.0,4.67,5.6,0.87,1.3823825789923143,3,ＴＰ３４１フタナシ,1,6,4.92,29,1.29,0.1499999999999999,2.67,0.9299999999999996,3.75,0.13,4.310344827586206,2.712707796660427,13.195835980646105,0.5506936845820338,93.505,462.0,2.MGケース
72,35195ECE010    ,2023,37,8.0,13.0,12.0,三共鋼業（株）,2.735,0.1,1.87,2.185,6.72,6.8450000000000015,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,10,1.77,0.31499999999999995,4.535,0.1250000000000009,4.9750000000000005,0.0,6.0670731707317085,2.5400433969997067,23.40036563071298,0.33029372781192823,93.505,462.0,4.TA・カバー・メイン
73,35195TFG010    ,2023,37,5.5,13.0,12.0,三共鋼業（株）,2.75,0.1,2.845,3.075,5.205,6.27,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,2.745,0.23000000000000045,2.13,1.0649999999999995,3.425,0.0,4.176829268292684,1.7486730924068332,16.0,0.32689450222882616,93.505,462.0,2.MGケース
74,35198ECE010    ,2023,37,6.0,13.0,12.0,サトープレス工業（株）,2.75,0.12,1.96,2.2,5.045,5.225,0.82,1.9586279533162536,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,12,1.84,0.2400000000000002,2.845,0.17999999999999972,3.265,0.0,3.9817073170731705,1.6669832545133754,17.454545454545453,0.3282357329354719,93.505,462.0,2.MGケース
75,35300ECB010    ,2023,37,134.0,328.0,339.0,アイシン精機（株）,74.58333333333333,0.18,1.18,1.68,5.16,5.33,0.91,0.9499245868914272,3,サンボックス＃２０Ｂフタナシ,1,2,1.82,377,1.0,0.5,3.4800000000000004,0.16999999999999993,4.15,0.14,4.560439560439562,4.368767855120619,12.742184714132886,2.4924196011781605,93.505,462.0,3.ギヤサブ・共通部品
76,35312ECB010    ,2023,37,5.0,30.0,27.0,（株）旭工業所,5.333333333333333,0.67,2.02,2.28,4.575,5.29,0.83,1.3343362241494328,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,32,1.35,0.2599999999999998,2.2950000000000004,0.7149999999999999,3.27,0.0,3.9397590361445785,2.450656694180996,7.5,0.5494505494505494,93.505,462.0,2.MGケース
77,3539450A010    ,2023,37,2.0,2.0,1.0,ミズショー（株）,0.895,0.23,2.07,2.4850000000000003,8.67,10.035,0.84,4.167048907618942,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,4,1.84,0.4150000000000005,6.185,1.3650000000000002,7.965,0.0,9.482142857142858,1.9114246500531744,17.877094972067038,0.11021958789881288,93.505,462.0,3.ギヤサブ・共通部品
78,35409ECB010    ,2023,37,3.0,9.0,8.0,サンコール（株）,1.6949999999999998,0.1,4.36,4.61,6.245,6.88,0.87,2.471067378252168,3,ＴＰ３４２フタアリ,1,4,8.04,10,4.260000000000002,0.25,1.6349999999999998,0.6349999999999998,2.52,0.0,2.8965517241379306,1.01980222076439,7.8314668337379585,0.35971366071433225,93.505,462.0,4.TA・カバー・メイン
79,35441ECB010    ,2023,37,21.5,76.0,86.0,（株）ニフコ,18.64583333333333,0.09,2.23,2.71,5.22,5.3,0.86,1.019698347565709,3,ＴＰ３４２フタアリ,1,4,8.04,95,2.14,0.48,2.51,0.08000000000000007,3.07,0.0,3.569767441860465,3.0106942973173445,5.102091264151877,2.0101270642505966,93.505,462.0,2.MGケース
80,35441TFA010    ,2023,37,4.0,15.0,17.0,（株）ニフコ,3.36,0.09,2.23,2.71,5.01,5.82,0.86,1.6605336891260838,3,サンボックス＃９Ｆフタナシ,1,1,1.9,21,2.14,0.48,2.3,0.8100000000000005,3.5900000000000003,0.0,4.174418604651163,2.16195553484336,4.105090311986864,0.524034150849555,93.505,462.0,2.MGケース
81,3548255A010    ,2023,37,4.0,8.0,7.0,サトープレス工業（株）,1.8433333333333333,0.12,1.96,2.18,4.55,4.92,0.82,2.527941929974381,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,9,1.84,0.2200000000000002,2.37,0.3700000000000001,2.96,0.0,3.609756097560976,1.1709129726844627,17.359855334538878,0.22330331626624336,93.505,462.0,4.TA・カバー・メイン
82,35482TFA010    ,2023,37,1.0,2.0,0.0,サトープレス工業（株）,0.174,0.11,2.94,3.315,10.92,17.005,0.82,8.825336891260841,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,2,2.83,0.375,7.605,6.084999999999999,14.065,0.0,17.152439024390244,1.5937068661852056,45.97701149425289,0.02172533414188201,93.505,462.0,4.TA・カバー・メイン
83,35556ECB010    ,2023,37,4.0,19.0,18.0,（株）ギフ加藤製作所,3.36,0.17,2.07,2.49,4.89,5.03,0.9,1.7005336891260838,3,TP341ﾌﾀﾅｼ,1,6,4.92,13,1.9,0.4200000000000004,2.3999999999999995,0.14000000000000054,2.9600000000000004,0.12,3.2888888888888888,1.7406300262837868,12.065637065637064,0.3126554223383245,93.505,462.0,4.TA・カバー・メイン
84,35580ECB011    ,2023,37,33.0,320.0,304.0,アイシン精機（株）,56.0,0.21,1.18,2.11,2.8,3.93,0.91,0.9580320213475648,3,サンボックス＃２０Ｂフタナシ,1,2,1.82,329,0.97,0.93,0.69,1.1300000000000003,2.75,0.14,3.021978021978022,2.8704677283457167,4.179331306990882,0.9434142611355382,93.505,462.0,8.ファイナル後半
85,35595ECB010    ,2023,37,7.0,50.0,44.0,サトープレス工業（株）,8.4,0.12,1.96,2.18,3.93,4.63,0.82,1.1402134756504336,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,50,1.84,0.2200000000000002,1.7499999999999996,0.7000000000000002,2.67,0.0,3.25609756097561,2.341666764179314,6.666666666666666,0.7619738751814225,93.505,462.0,4.TA・カバー・メイン
86,35771ECB010    ,2023,37,19.0,449.0,443.0,アイシン機工（株）,84.0,0.39,1.17,1.4,1.59,1.75,0.7,0.7320213475650433,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,435,0.7799999999999999,0.23,0.1900000000000001,0.15999999999999992,0.5800000000000001,0.07,0.8285714285714287,0.7923266198851728,1.8095238095238089,0.7034555712270804,93.505,462.0,2.MGケース
87,35771ECE010    ,2023,37,47.0,384.0,380.0,アイシン機工（株）,91.16666666666669,0.39,1.16,1.4,1.87,2.66,0.7,0.7341588385994876,3,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,1,8,9.0,367,0.7699999999999999,0.24,0.4700000000000002,0.79,1.5000000000000002,0.07,2.1428571428571432,2.0431545888100504,4.124314442413162,2.3408145140394008,93.505,462.0,2.MGケース
88,41310ECB010    ,2023,37,47.0,876.0,905.0,（株）オンド,168.0,0.19,1.14,1.54,1.87,1.955,1.1,1.1160106737825215,3,TP341ﾌﾀﾅｼ,1,6,4.92,790,0.95,0.4000000000000001,0.3300000000000001,0.08499999999999996,0.8150000000000002,0.05,0.740909090909091,0.7302797537210834,2.8354247104247103,1.1978970623328635,93.505,462.0,1.デフ・大物ギヤ・Brg
89,41310ECE010    ,2023,37,152.5,1148.0,1150.0,（株）オンド,276.5,0.19,1.14,1.68,2.295,2.47,1.1,1.1113862795331626,3,TP341ﾌﾀﾅｼ,1,6,4.92,982,0.95,0.54,0.615,0.17500000000000027,1.3300000000000003,0.05,1.2090909090909092,1.1967036344543198,5.589902741801477,2.328306976466711,93.505,462.0,1.デフ・大物ギヤ・Brg
90,5040056001E    ,2023,37,5.0,32.0,30.0,サトープレス工業（株）,5.7,0.12,1.96,2.18,4.375,5.27,0.82,1.3003202134756504,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,30,1.84,0.2200000000000002,2.195,0.8949999999999996,3.31,0.0,4.036585365853658,2.545526836926297,7.0175438596491215,0.5728988682734637,93.505,462.0,3.ギヤサブ・共通部品
91,82824ECE010    ,2023,37,15.0,74.0,69.0,住友電装（株）,12.288888888888893,1.45,5.4,5.38,6.39,6.94,0.78,1.0361912894961571,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,57,3.95,-0.020000000000000462,1.0099999999999998,0.5500000000000007,1.54,0.0,1.9743589743589745,1.4862120687665858,9.764918625678117,1.1151102025525876,93.505,462.0,2.MGケース
92,9025006A007    ,2023,37,3.0,17.0,15.0,（株）ギフ加藤製作所,3.36,0.17,2.045,2.495,3.18,4.505000000000001,0.9,1.7005336891260838,3,TP341ﾌﾀﾅｼ,1,6,4.92,16,1.875,0.4500000000000002,0.685,1.3250000000000006,2.460000000000001,0.12,2.7333333333333343,1.4466046840061204,9.0492277992278,0.3068354406385968,93.505,462.0,2.MGケース
93,9033904A002    ,2023,37,2.0,5.0,5.0,サトープレス工業（株）,0.895,0.12,1.96,2.2,5.575,7.045,0.82,4.147048907618942,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,4,1.84,0.2400000000000002,3.375,1.4699999999999998,5.085,0.0,6.201219512195122,1.226173144632526,17.877094972067038,0.11021958789881288,93.505,462.0,4.TA・カバー・メイン
94,9033904A003    ,2023,37,2.0,3.0,2.0,サトープレス工業（株）,0.345,0.11,3.935,4.145,10.965,15.815,0.82,8.825336891260841,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,2,3.825,0.20999999999999952,6.82,4.850000000000001,11.88,0.0,14.487804878048784,1.3461242495755594,46.3768115942029,0.04302897143764938,93.505,462.0,3.ギヤサブ・共通部品
95,9034118060,2023,37,6.0,8.0,7.0,住友商事（株）鉄鋼部輸送機材,1.8333333333333333,0.205,4.9,5.15,7.525,9.32,0.94,2.6479419299743805,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,8,4.695,0.25,2.375,1.795,4.42,0.0,4.702127659574468,1.669220895657166,26.181818181818183,0.2244516238734909,93.505,462.0,2.MGケース
96,9036324A003    ,2023,37,7.0,84.0,80.0,日本精工（株）,15.272727272727273,0.12,1.32,1.55,1.83,2.13,0.74,0.9161174116077384,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,69,1.2000000000000002,0.23,0.28,0.2999999999999998,0.8099999999999998,0.09,1.0945945945945943,0.8841661447941394,3.666666666666666,0.8486407053637032,93.505,462.0,1.デフ・大物ギヤ・Brg
97,9036324A004    ,2023,37,17.0,145.0,140.0,日本精工（株）,29.83333333333333,0.12,1.32,1.55,2.11,2.26,0.74,0.8398114672285683,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,120,1.2000000000000002,0.23,0.5599999999999998,0.1499999999999999,0.9399999999999996,0.09,1.27027027027027,1.1192988387049059,4.558659217877096,1.2584520584768717,93.505,462.0,1.デフ・大物ギヤ・Brg
98,9036324A005    ,2023,37,16.0,111.0,108.0,日本精工（株）,24.863636363636363,0.15,1.32,1.55,2.2300000000000004,2.43,0.74,0.8652490748647879,3,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,1,8,9.0,92,1.1700000000000002,0.23,0.6800000000000004,0.19999999999999973,1.11,0.09,1.5000000000000002,1.2828675952915172,5.148080438756856,1.6843493872009512,93.505,462.0,1.デフ・大物ギヤ・Brg
99,9036340A010    ,2023,37,15.0,107.0,102.0,日本精工（株）,22.375,0.12,1.32,1.55,2.24,2.62,0.76,0.8930819563047576,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,89,1.2000000000000002,0.23,0.6900000000000002,0.3799999999999999,1.3,0.09,1.7105263157894737,1.4556334845000325,5.363128491620111,1.242171371072674,93.505,462.0,
100,9036345A004    ,2023,37,12.0,39.0,46.0,岡谷鋼機（株）,9.944444444444443,0.14,2.45,2.815,5.805,5.9700000000000015,0.87,1.1694344016857048,3,TP341ﾌﾀﾅｼ,1,6,4.92,50,2.31,0.36499999999999977,2.99,0.16500000000000092,3.5200000000000005,0.0,4.045977011494252,3.0100020958217284,12.230107202174244,0.8342175557545587,93.505,462.0,4.TA・カバー・メイン
101,9036628A005    ,2023,37,6.0,33.0,30.0,（株）ジェイテクト,5.6,0.09,2.02,2.29,4.82,5.12,0.81,1.2903202134756504,3,TP341ﾌﾀﾅｼ,1,6,4.92,33,1.93,0.27,2.53,0.2999999999999998,3.1,0.0,3.82716049382716,2.4025044075297672,10.85907335907336,0.4970011492218766,93.505,462.0,1.デフ・大物ギヤ・Brg
102,9036628A006    ,2023,37,4.0,24.0,23.0,（株）ジェイテクト,4.2,0.09,2.02,2.28,4.82,5.33,0.81,1.4504269513008672,3,TP341ﾌﾀﾅｼ,1,6,4.92,25,1.93,0.2599999999999998,2.5400000000000005,0.5099999999999998,3.31,0.0,4.086419753086419,2.282086662159241,9.652509652509652,0.37869787878012495,93.505,462.0,1.デフ・大物ギヤ・Brg
103,9036628A007    ,2023,37,8.0,37.0,31.0,（株）ジェイテクト,7.680555555555554,0.09,2.02,2.62,5.11,5.37,0.81,1.2199060631938514,3,TP341ﾌﾀﾅｼ,1,6,4.92,35,1.93,0.6000000000000001,2.49,0.2599999999999998,3.35,0.0,4.135802469135802,2.7461130828625637,10.556668784516884,0.6546222096304389,93.505,462.0,1.デフ・大物ギヤ・Brg
104,9036628A008    ,2023,37,6.0,26.0,23.0,（株）ジェイテクト,5.53,0.09,2.02,2.435,5.24,5.8000000000000025,0.81,1.379313976658127,3,TP341ﾌﾀﾅｼ,1,6,4.92,26,1.93,0.4149999999999996,2.8050000000000006,0.5600000000000005,3.7800000000000007,0.0,4.666666666666667,2.7404927840710926,10.996529983871756,0.4920171589290897,93.505,462.0,1.デフ・大物ギヤ・Brg
105,9036630A017    ,2023,37,11.0,63.0,56.0,（株）ジェイテクト,12.430555555555555,0.09,2.02,2.285,4.75,5.16,0.81,1.049547521348564,3,TP341ﾌﾀﾅｼ,1,6,4.92,62,1.93,0.2650000000000001,2.465,0.41000000000000014,3.14,0.0,3.8765432098765427,2.9917654380865124,8.968745281594444,0.943231822675212,93.505,462.0,1.デフ・大物ギヤ・Brg
106,9036630A018    ,2023,37,16.0,121.0,108.0,（株）ジェイテクト,23.552631578947373,0.09,2.02,2.29,4.57,4.78,0.54,0.6664278584895198,3,TP341ﾌﾀﾅｼ,1,6,4.92,119,1.93,0.27,2.28,0.21,2.76,0.0,5.1111111111111125,4.141483530198796,6.885097387890682,1.3346493461555002,93.505,462.0,1.デフ・大物ギヤ・Brg
107,9036652A003    ,2023,37,9.0,43.0,38.0,（株）ジェイテクト,9.216666666666667,0.09,2.02,2.615,5.24,5.67,0.81,1.1515883859948761,3,TP341ﾌﾀﾅｼ,1,6,4.92,42,1.93,0.5950000000000002,2.625,0.4299999999999997,3.65,0.0,4.5061728395061715,3.1695352648478696,9.89687698548458,0.7566954029890548,93.505,462.0,1.デフ・大物ギヤ・Brg
108,9036652A004    ,2023,37,7.0,42.0,36.0,（株）ジェイテクト,8.777777777777779,0.09,2.02,2.62,5.045,5.38,0.81,1.16866780529462,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,40,1.93,0.6000000000000001,2.425,0.335,3.36,0.0,4.148148148148148,2.875068505162549,6.3797468354430364,0.7766490332849586,93.505,462.0,1.デフ・大物ギヤ・Brg
109,9036658A001    ,2023,37,5.0,44.0,38.0,（株）ジェイテクト,7.466666666666668,0.09,2.02,2.61,4.7,4.86,0.81,1.1702401601067378,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,43,1.93,0.5899999999999999,2.0900000000000003,0.16000000000000014,2.8400000000000003,0.0,3.5061728395061733,2.426852279399609,5.357142857142857,0.6581421587062806,93.505,462.0,1.デフ・大物ギヤ・Brg
110,9036658A002    ,2023,37,5.0,57.0,45.0,（株）ジェイテクト,9.333333333333334,0.09,2.02,2.37,3.445,4.87,0.81,1.0981921280853904,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,54,1.93,0.3500000000000001,1.0749999999999995,1.4250000000000005,2.85,0.0,3.5185185185185186,2.5951743115922206,4.285714285714286,0.7056451612903226,93.505,462.0,1.デフ・大物ギヤ・Brg
111,9036659A009    ,2023,37,20.0,129.0,113.0,（株）ジェイテクト,24.86111111111111,0.09,2.02,2.37,4.71,4.88,0.81,0.929773760674282,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,125,1.93,0.3500000000000001,2.34,0.16999999999999993,2.86,0.0,3.530864197530864,3.0760171140191104,6.4357541899441335,1.4394612072576187,93.505,462.0,1.デフ・大物ギヤ・Brg
112,9036659A010    ,2023,37,19.0,127.0,113.0,（株）ジェイテクト,24.86111111111111,0.09,2.02,2.61,4.84,5.07,0.81,0.929773760674282,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,125,1.93,0.5899999999999999,2.23,0.23000000000000045,3.0500000000000003,0.0,3.765432098765432,3.2803679013140865,6.113966480446926,1.3999101302425454,93.505,462.0,1.デフ・大物ギヤ・Brg
113,G1250ECB010    ,2023,37,4.0,18.0,18.0,（株）バルカー,2.7,0.38,5.1400000000000015,5.46,6.1850000000000005,6.5299999999999985,1.14,2.023435582822086,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,20,4.760000000000002,0.3199999999999994,0.7250000000000005,0.3449999999999989,1.3899999999999988,0.24,1.2192982456140342,0.6869504578254799,11.851851851851851,0.31590955626407696,93.505,462.0,2.MGケース
114,G1250ECC010    ,2023,37,3.0,12.0,12.0,（株）バルカー,2.9,0.38,5.05,5.45,6.57,7.13,1.14,2.1926315789473683,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,13,4.67,0.4000000000000004,1.12,0.5599999999999996,2.08,0.24,1.824561403508772,0.9486317810849736,8.275862068965516,0.3280171926252687,93.505,462.0,2.MGケース
115,G1250ECE010    ,2023,37,12.0,39.0,38.0,（株）バルカー,9.216666666666667,0.1,5.05,5.4350000000000005,7.005,7.335,1.14,1.481588385994876,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,42,4.95,0.3850000000000007,1.5699999999999994,0.3300000000000001,2.285,0.24,2.004385964912281,1.5422637094078184,10.41591320072333,0.9104073304527548,93.505,462.0,2.MGケース
116,G9201ECB030    ,2023,37,35.0,197.0,221.0,佐藤工業（株）,42.0,2.62,5.0,5.78,7.15,7.35,0.74,0.8040426951300867,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,245,2.38,0.7800000000000002,1.37,0.1999999999999993,2.35,0.05,3.1756756756756754,2.9227303652323973,6.666666666666668,1.816608996539792,93.505,462.0,8.ファイナル後半
117,G9201ECE010    ,2023,37,29.0,311.0,283.0,佐藤工業（株）,69.125,4.08,5.0,6.14,6.68,6.86,0.74,0.7855451181326502,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,317,0.92,1.1399999999999997,0.54,0.1800000000000006,1.8600000000000003,0.05,2.513513513513514,2.3677825207818466,3.35623869801085,1.203632211815853,93.505,462.0,8.ファイナル後半
118,01912ECB040    ,2023,38,27.0,83.0,79.0,愛産樹脂工業（株）,17.9,0.25,4.42,4.37,5.93,6.2,0.67,0.8363524453809471,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,87,4.17,-0.049999999999999815,1.5599999999999996,0.2700000000000005,1.7800000000000002,0.0,2.6567164179104483,2.128289347189312,12.06703910614525,1.5484280235676322,97.085,450.0,8.ファイナル後半
119,01912ECB060    ,2023,38,1.0,5.0,3.0,新光ゴム工業（株）,0.96,0.12,5.41,5.36,6.99,8.72,0.78,3.9821347565043372,3,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1,4,4.0,5,5.29,-0.049999999999999815,1.63,1.7300000000000004,3.3100000000000005,0.0,4.2435897435897445,0.8312124532183435,8.333333333333334,0.11599133931333125,97.085,450.0,8.ファイナル後半
