,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注〜印刷LT,発注〜検収LT,発注〜順立装置入庫LT,発注〜順立装置出庫LT,発注〜回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,回収かんばん数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収〜回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_ミズショー（株）,仕入先名_三共鋼業（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_新光ゴム工業（株）,仕入先名_日本精工（株）,仕入先名_（株）オンド,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）旭工業所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,箱種類_TP341ﾌﾀﾅｼ,箱種類_サンボックス＃２０Ｂフタナシ,箱種類_サンボックス＃９Ｆフタナシ,箱種類_ＴＰ３４１フタナシ,箱種類_ＴＰ３４２フタアリ,箱種類_ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,箱種類_ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半,年＆週番号_2023-36,年＆週番号_2023-37,年＆週番号_2023-38
75,3548255A010    ,2023,38,4.0,7.0,8.0,1.6483333333333334,0.12,2.95,3.155,5.77,5.8900000000000015,0.82,2.527941929974381,3.0,1.0,4.0,4.0,8.0,2.83,0.20500000000000007,2.615,0.12000000000000098,2.9400000000000004,0.0,3.585365853658537,1.1630013985447027,19.41354903943377,0.20092375662109424,97.085,450.0,0.0,-0.006756756756756578,-0.11111111111111116,5.0,3.0333670374115265,1.4,1.1428571428571428,1.0,1.6,0.41208333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
78,35556ECB010    ,2023,36,4.0,17.0,18.0,3.6,0.15,3.02,3.485,4.945,5.335,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,20.0,2.87,0.4649999999999999,1.4600000000000004,0.3899999999999997,2.315,0.12,2.572222222222222,1.3613373347455966,11.26126126126126,0.3321911146358617,97.81,480.0,0.0,0.0,0.0,18.0,5.0,0.9444444444444444,1.0588235294117647,1.1111111111111112,1.1111111111111112,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
79,35556ECB010    ,2023,37,4.0,19.0,18.0,3.36,0.17,2.07,2.49,4.89,5.03,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,13.0,1.9,0.4200000000000004,2.3999999999999995,0.14000000000000054,2.9600000000000004,0.12,3.2888888888888888,1.7406300262837868,12.065637065637064,0.3126554223383245,93.505,462.0,0.0,0.27861771058315354,-0.35,13.0,3.8690476190476186,1.4615384615384617,0.9473684210526316,0.7222222222222222,1.0,0.5599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,35556ECB010    ,2023,38,3.0,18.0,17.0,3.6,0.15,2.07,2.5,5.0,5.27,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,17.0,1.92,0.43000000000000016,2.5,0.2699999999999996,3.2,0.12,3.5555555555555562,1.8817621905770667,8.445945945945946,0.32516990860089057,97.085,450.0,-0.25,0.08108108108108092,0.3076923076923077,13.0,3.611111111111111,1.3846153846153846,0.9444444444444444,1.0,1.3076923076923077,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
81,35580ECB011    ,2023,36,54.0,232.0,306.0,60.0,0.17,1.17,1.9,4.045,4.28,0.91,0.9580320213475648,3.0,1.0,2.0,1.82,338.0,1.0,0.73,2.145,0.2350000000000003,3.1100000000000003,0.14,3.417582417582418,3.2462380491473386,6.382978723404253,1.3711507293354943,97.81,480.0,0.0,0.0,0.0,332.0,5.533333333333332,0.6987951807228916,1.3189655172413792,1.1045751633986929,1.0180722891566265,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82,35580ECB011    ,2023,37,33.0,320.0,304.0,56.0,0.21,1.18,2.11,2.8,3.93,0.91,0.9580320213475648,3.0,1.0,2.0,1.82,329.0,0.97,0.93,0.69,1.1300000000000003,2.75,0.14,3.021978021978022,2.8704677283457167,4.179331306990882,0.9434142611355382,93.505,462.0,-0.3888888888888888,-0.11575562700964635,-0.026627218934911268,338.0,6.0357142857142865,0.9467455621301776,0.95,1.0822368421052628,0.9733727810650888,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
83,35580ECB011    ,2023,38,78.0,309.0,284.0,64.0,0.2,1.18,2.05,5.02,5.23,0.91,0.9580320213475648,3.0,1.0,2.0,1.82,312.0,0.98,0.8699999999999999,2.97,0.21000000000000085,4.050000000000002,0.14,4.4505494505494525,4.22741610901824,8.643617021276594,1.7790502996627275,97.085,450.0,1.3636363636363638,0.4727272727272733,-0.05167173252279633,177.0,2.765625,1.7457627118644068,0.9190938511326858,1.0985915492957747,1.7627118644067796,32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
84,35595ECB010    ,2023,36,10.0,45.0,47.0,9.0,0.12,1.95,2.44,4.48,4.99,0.82,1.1402134756504336,3.0,1.0,4.0,4.0,51.0,1.83,0.49,2.0400000000000005,0.5099999999999998,3.04,0.0,3.7073170731707314,2.6661674019120283,8.888888888888891,0.862895493767977,97.81,480.0,0.0,0.0,0.0,45.0,5.0,1.0,1.0444444444444445,1.0851063829787233,1.1333333333333333,2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
85,35595ECB010    ,2023,37,7.0,50.0,44.0,8.4,0.12,1.96,2.18,3.93,4.63,0.82,1.1402134756504336,3.0,1.0,4.0,4.0,50.0,1.84,0.2200000000000002,1.7499999999999996,0.7000000000000002,2.67,0.0,3.25609756097561,2.341666764179314,6.666666666666666,0.7619738751814225,93.505,462.0,-0.30000000000000004,-0.12171052631578948,-0.019607843137254943,50.0,5.9523809523809526,1.0,0.88,1.1363636363636365,1.0,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
86,35595ECB010    ,2023,38,8.0,47.0,43.0,9.6,0.12,1.95,2.19,4.5,4.74,0.82,1.1402134756504336,3.0,1.0,4.0,4.0,47.0,1.83,0.24,2.31,0.2400000000000002,2.79,0.0,3.4024390243902443,2.446910214254789,6.666666666666666,0.8379888268156425,97.085,450.0,0.1428571428571428,0.04494382022471921,-0.06000000000000005,39.0,4.0625,1.205128205128205,0.9148936170212766,1.0930232558139534,1.205128205128205,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
87,35771ECB010    ,2023,36,27.0,437.0,459.0,90.0,0.39,1.19,1.41,1.68,1.82,0.7,0.7320213475650433,3.0,1.0,4.0,4.0,502.0,0.7999999999999999,0.22,0.27,0.14000000000000012,0.6300000000000001,0.07,0.9000000000000002,0.8606306388407913,2.4,0.9183673469387756,97.81,480.0,0.0,0.0,0.0,487.0,5.411111111111111,0.8973305954825462,1.0503432494279177,1.093681917211329,1.0308008213552362,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
88,35771ECB010    ,2023,37,19.0,449.0,443.0,84.0,0.39,1.17,1.4,1.59,1.75,0.7,0.7320213475650433,3.0,1.0,4.0,4.0,435.0,0.7799999999999999,0.23,0.1900000000000001,0.15999999999999992,0.5800000000000001,0.07,0.8285714285714287,0.7923266198851728,1.809523809523809,0.7034555712270804,93.505,462.0,-0.2962962962962963,-0.07936507936507943,-0.13346613545816732,441.0,5.25,1.0181405895691609,0.9866369710467706,0.981941309255079,0.9863945578231292,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
89,35771ECB010    ,2023,38,26.5,431.0,433.0,96.0,0.39,1.16,1.35,1.56,1.73,0.7,0.7320213475650433,3.0,1.0,4.0,4.0,450.0,0.7699999999999999,0.1900000000000001,0.21,0.16999999999999993,0.5700000000000001,0.07,0.8142857142857144,0.7786658160940492,2.208333333333333,0.8546089760816985,97.085,450.0,0.3947368421052631,-0.017241379310344862,0.034482758620689724,396.0,4.125,1.0883838383838385,1.0046403712296983,1.039260969976905,1.1363636363636365,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
90,35771ECE010    ,2023,36,47.0,381.0,400.0,89.16666666666669,0.39,1.19,1.42,2.13,2.34,0.7,0.7341588385994876,3.0,1.0,8.0,9.0,434.0,0.7999999999999999,0.23,0.71,0.21,1.15,0.07,1.6428571428571428,1.5664185180877048,4.216822429906541,2.371223745243152,97.81,480.0,0.0,0.0,0.0,421.0,4.721495327102803,0.9049881235154394,1.0498687664041997,1.085,1.0308788598574825,11.145833333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
91,35771ECE010    ,2023,37,47.0,384.0,380.0,91.16666666666669,0.39,1.16,1.4,1.87,2.66,0.7,0.7341588385994876,3.0,1.0,8.0,9.0,367.0,0.7699999999999999,0.24,0.4700000000000002,0.79,1.5000000000000002,0.07,2.1428571428571432,2.0431545888100504,4.124314442413162,2.3408145140394008,93.505,462.0,0.0,0.3043478260869568,-0.15437788018433185,378.0,4.146252285191955,1.0158730158730158,0.9895833333333334,0.9657894736842104,0.9708994708994708,11.395833333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
92,35771ECE010    ,2023,38,52.0,364.0,372.0,82.41666666666667,0.38,1.16,1.36,2.705,2.925,0.7,0.7341588385994876,3.0,1.0,8.0,9.0,388.0,0.7799999999999999,0.20000000000000007,1.345,0.21999999999999967,1.765,0.07,2.521428571428572,2.4041118994998256,5.047522750252781,2.6707152769656024,97.085,450.0,0.1063829787234043,0.17666666666666653,0.05722070844686655,307.0,3.7249747219413543,1.1856677524429968,1.021978021978022,1.043010752688172,1.263843648208469,10.302083333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
93,41310ECB010    ,2023,36,55.0,978.0,924.0,180.0,0.19,1.18,1.62,1.88,1.96,1.1,1.1160106737825215,3.0,1.0,6.0,4.92,974.0,0.99,0.44000000000000017,0.2599999999999998,0.08000000000000007,0.78,0.05,0.7090909090909091,0.6989180465060675,3.096846846846846,1.3065111551013855,97.81,480.0,0.0,0.0,0.0,893.0,4.961111111111111,1.09518477043673,0.9447852760736196,1.0541125541125542,1.0907054871220605,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
94,41310ECB010    ,2023,37,47.0,876.0,905.0,168.0,0.19,1.14,1.54,1.87,1.955,1.1,1.1160106737825215,3.0,1.0,6.0,4.92,790.0,0.95,0.4000000000000001,0.3300000000000001,0.08499999999999996,0.8150000000000002,0.05,0.740909090909091,0.7302797537210834,2.8354247104247103,1.1978970623328635,93.505,462.0,-0.1454545454545455,0.04487179487179516,-0.188911704312115,858.0,5.107142857142857,1.020979020979021,1.0331050228310503,0.8729281767955801,0.9207459207459208,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
95,41310ECB010    ,2023,38,57.5,802.0,862.0,180.0,0.19,1.2,1.46,1.78,1.93,1.1,1.1160106737825215,3.0,1.0,6.0,4.92,871.0,1.01,0.26,0.3200000000000001,0.1499999999999999,0.73,0.05,0.6636363636363636,0.6541156076274733,3.2376126126126117,1.3613458821020077,97.085,450.0,0.22340425531914887,-0.10429447852760754,0.10253164556962037,765.0,4.25,1.0483660130718957,1.0748129675810474,1.0104408352668213,1.138562091503268,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
96,41310ECE010    ,2023,36,136.0,1175.0,1202.0,267.5,0.19,1.18,1.74,2.44,2.53,1.1,1.1113862795331626,3.0,1.0,6.0,4.92,1264.0,0.99,0.56,0.7,0.08999999999999986,1.35,0.05,1.2272727272727273,1.2146991778295726,5.1528163677696375,2.1549282598099007,97.81,480.0,0.0,0.0,0.0,1142.0,4.2691588785046735,1.0288966725043782,1.022978723404255,1.0515806988352745,1.1068301225919441,44.58333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
97,41310ECE010    ,2023,37,152.5,1148.0,1150.0,276.5,0.19,1.14,1.68,2.295,2.47,1.1,1.1113862795331626,3.0,1.0,6.0,4.92,982.0,0.95,0.54,0.615,0.17500000000000027,1.3300000000000003,0.05,1.2090909090909092,1.1967036344543198,5.589902741801477,2.328306976466711,93.505,462.0,0.12132352941176472,-0.014814814814814612,-0.2231012658227848,1099.0,3.974683544303797,1.0445859872611465,1.0017421602787455,0.8539130434782609,0.8935395814376706,46.08333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
98,41310ECE010    ,2023,38,145.0,1047.0,1123.0,255.5,0.19,1.13,1.53,2.395,2.545,1.1,1.1113862795331626,3.0,1.0,6.0,4.92,1142.0,0.94,0.4000000000000001,0.865,0.1499999999999999,1.415,0.05,1.2863636363636364,1.2731846937991445,5.7518379436187645,2.372763763708959,97.085,450.0,-0.049180327868852514,0.06390977443608993,0.1629327902240325,897.0,3.5107632093933465,1.1672240802675586,1.072588347659981,1.0169189670525378,1.2731326644370122,42.583333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
99,5040056001E    ,2023,36,5.0,32.0,29.0,5.8,0.12,1.95,2.33,4.3450000000000015,5.2,0.82,1.3003202134756504,3.0,1.0,4.0,4.0,34.0,1.83,0.3800000000000001,2.015000000000001,0.8549999999999995,3.25,0.0,3.963414634146342,2.4993843564986298,6.896551724137932,0.5789347600415238,97.81,480.0,0.0,0.0,0.0,32.0,5.517241379310344,1.0,0.90625,1.1724137931034482,1.0625,1.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
100,5040056001E    ,2023,37,5.0,32.0,30.0,5.7,0.12,1.96,2.18,4.375,5.27,0.82,1.3003202134756504,3.0,1.0,4.0,4.0,30.0,1.84,0.2200000000000002,2.195,0.8949999999999996,3.31,0.0,4.036585365853659,2.5455268369262973,7.0175438596491215,0.5728988682734637,93.505,462.0,0.0,0.018461538461538533,-0.11764705882352945,33.0,5.789473684210527,0.9696969696969696,0.9375,1.0,0.9090909090909092,1.425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
101,5040056001E    ,2023,38,5.0,32.0,26.0,6.0,0.12,1.94,2.16,2.95,5.34,0.82,1.3003202134756504,3.0,1.0,4.0,4.0,35.0,1.82,0.2200000000000002,0.79,2.39,3.4,0.0,4.146341463414634,2.6147405575677976,6.666666666666668,0.590551181102362,97.085,450.0,0.0,0.027190332326283876,0.16666666666666674,25.0,4.166666666666667,1.28,0.8125,1.3461538461538465,1.4,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
102,82824ECE010    ,2023,36,17.5,52.0,53.0,11.888888888888893,1.45,5.4,5.37,6.76,6.91,0.78,1.0361912894961571,3.0,1.0,4.0,4.0,59.0,3.95,-0.03000000000000025,1.3899999999999997,0.15000000000000036,1.5099999999999998,0.0,1.9358974358974357,1.457259885608795,11.775700934579435,1.1406322971024794,97.81,480.0,0.0,0.0,0.0,53.0,4.457943925233644,0.981132075471698,1.0192307692307692,1.1132075471698113,1.1132075471698113,2.972222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
103,82824ECE010    ,2023,37,15.0,74.0,69.0,12.288888888888893,1.45,5.4,5.38,6.39,6.94,0.78,1.0361912894961571,3.0,1.0,4.0,4.0,57.0,3.95,-0.020000000000000462,1.0099999999999998,0.5500000000000007,1.54,0.0,1.9743589743589745,1.4862120687665858,9.764918625678117,1.1151102025525876,93.505,462.0,-0.1428571428571429,0.019867549668874274,-0.03389830508474578,57.0,4.6383363471971055,1.2982456140350878,0.9324324324324323,0.8260869565217391,1.0,3.0722222222222237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
104,82824ECE010    ,2023,38,14.0,67.0,63.0,11.355555555555556,1.46,5.425,5.37,6.285,6.765,0.78,1.0361912894961571,3.0,1.0,4.0,4.0,54.0,3.965,-0.054999999999999716,0.915,0.4799999999999995,1.34,0.0,1.717948717948718,1.293197514381315,9.863013698630136,1.0550367163788772,97.085,450.0,-0.06666666666666665,-0.1298701298701298,-0.05263157894736848,40.0,3.522504892367906,1.675,0.9402985074626866,0.8571428571428571,1.35,2.838888888888889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
105,9025006A007    ,2023,36,2.0,17.0,14.0,3.36,0.185,3.98,4.38,4.62,5.7799999999999985,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,18.0,3.795,0.3999999999999999,0.2400000000000002,1.1599999999999993,1.7999999999999994,0.12,1.9999999999999996,1.0584912321995996,6.032818532818532,0.2958221686163517,97.81,480.0,0.0,0.0,0.0,20.0,5.9523809523809526,0.85,0.8235294117647058,1.2857142857142858,0.9,0.5599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
106,9025006A007    ,2023,37,3.0,17.0,15.0,3.36,0.17,2.045,2.495,3.18,4.505000000000001,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,16.0,1.875,0.4500000000000002,0.685,1.3250000000000006,2.460000000000001,0.12,2.7333333333333343,1.4466046840061204,9.0492277992278,0.3068354406385968,93.505,462.0,0.5,0.3666666666666676,-0.11111111111111116,12.0,3.571428571428572,1.4166666666666667,0.8823529411764706,1.0666666666666669,1.3333333333333333,0.5599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107,9025006A007    ,2023,38,2.0,16.0,17.0,3.6,0.23,2.07,2.49,4.6,5.0,0.9,1.7005336891260838,3.0,1.0,6.0,4.92,11.0,1.84,0.4200000000000004,2.1099999999999994,0.4000000000000004,2.93,0.12,3.2555555555555555,1.7229885057471268,5.63063063063063,0.3119817870091909,97.085,450.0,-0.33333333333333337,0.19105691056910531,-0.3125,8.0,2.2222222222222223,2.0,1.0625,0.6470588235294118,1.375,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108,9033904A002    ,2023,36,3.0,5.0,3.0,0.895,0.12,3.95,4.19,6.69,6.99,0.82,4.147048907618942,3.0,1.0,4.0,4.0,3.0,3.83,0.2400000000000002,2.5,0.2999999999999998,3.04,0.0,3.7073170731707314,0.7330513981677246,26.81564245810056,0.11076592159567283,97.81,480.0,0.0,0.0,0.0,5.0,5.58659217877095,1.0,0.6,1.0,0.6,0.22375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
109,9033904A002    ,2023,37,2.0,5.0,5.0,0.895,0.12,1.96,2.2,5.575,7.045,0.82,4.147048907618942,3.0,1.0,4.0,4.0,4.0,1.84,0.2400000000000002,3.375,1.4699999999999998,5.085,0.0,6.201219512195122,1.226173144632526,17.877094972067038,0.11021958789881288,93.505,462.0,-0.33333333333333337,0.6726973684210527,0.3333333333333333,4.0,4.46927374301676,1.25,1.0,0.8,1.0,0.22375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
110,9033904A002    ,2023,38,2.0,3.0,3.0,0.957,0.12,1.94,3.46,5.75,7.03,0.82,4.147048907618942,3.0,1.0,4.0,4.0,5.0,1.82,1.52,2.29,1.2800000000000002,5.09,0.0,6.207317073170732,1.2273788212742494,16.718913270637408,0.11760545920854955,97.085,450.0,0.0,0.000983284169124854,0.25,2.0,2.089864158829676,1.5,1.0,1.6666666666666667,2.5,0.23925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
113,9034118060,2023,36,7.0,7.0,8.0,1.7833333333333334,0.23,4.91,5.18,9.87,10.73,0.94,2.6479419299743805,3.0,1.0,4.0,4.0,5.0,4.68,0.2699999999999996,4.69,0.8600000000000012,5.82,0.0,6.1914893617021285,2.1979333965440517,31.401869158878498,0.21918241156253068,97.81,480.0,0.0,0.0,0.0,7.0,3.925233644859813,1.0,1.1428571428571428,0.625,0.7142857142857143,0.44583333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
